yumuşatır	yumuşa+Verb^DB+Verb+Caus+Pos+Aor+A3sg
katılmam	kat+Verb^DB+Verb+Pass+Neg+Aor+A1sg
yapmazsa	yap+Verb+Neg+Aor+Cond+A3sg
artar	art+Verb+Pos+Aor+A3sg
inandıramam	inan+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A1sg
verebilirim	ver+Verb+Pos^DB+Verb+Able+Aor+A1sg
değiller	değille+Verb+Pos+Aor+A3sg
dokunur	dokun+Verb+Pos+Aor+A3sg
işletir	işle+Verb^DB+Verb+Caus+Pos+Aor+A3sg
çelikleştirir	çelik+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A3sg
bekleyemezsek	bekle+Verb^DB+Verb+Able+Neg+Aor+Cond+A1pl
yaratır	yarat+Verb+Pos+Aor+A3sg
denir	de+Verb^DB+Verb+Pass+Pos+Aor+A3sg
şaşırır	şaşır+Verb+Pos+Aor+A3sg
bilemezler	bil+Verb^DB+Verb+Able+Neg+Aor+A3pl
birleştirir	birleş+Verb^DB+Verb+Caus+Pos+Aor+A3sg
yapıştırır	yapış+Verb^DB+Verb+Caus+Pos+Aor+A3sg
danışır	danış+Verb+Pos+Aor+A3sg
koşarlar	koş+Verb+Pos+Aor+A3pl
yaparsınız	yap+Verb+Pos+Aor+A2pl
yaparsa	yap+Verb+Pos+Aor+Cond+A3sg
bağlanır	bağla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yararım	yar+Verb+Pos+Aor+A1sg
öder	öde+Verb+Pos+Aor+A3sg
çıkarırsanız	çık+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
görürsün	gör+Verb+Pos+Aor+A2sg
alırsınız	al+Verb+Pos+Aor+A2pl
getirtirsiniz	getir+Verb^DB+Verb+Caus+Pos+Aor+A2pl
emredersiniz	emret+Verb+Pos+Aor+A2pl
uğrar	uğra+Verb+Pos+Aor+A3sg
çıkarsınız	çık+Verb+Pos+Aor+A2pl
yersiniz	ye+Verb+Pos+Aor+A2pl
götürür	götür+Verb+Pos+Aor+A3sg
oturursunuz	otur+Verb+Pos+Aor+A2pl
kabartmaz	kabar+Verb^DB+Verb+Caus+Neg+Aor+A3sg
verirsin	ver+Verb+Pos+Aor+A2sg
demezler	de+Verb+Neg+Aor+A3pl
ölürse	öl+Verb+Pos+Aor+Cond+A3sg
veririm	ver+Verb+Pos+Aor+A1sg
gelebilirsiniz	gel+Verb+Pos^DB+Verb+Able+Aor+A2pl
bakarsa	bak+Verb+Pos+Aor+Cond+A3sg
gerçekleştirebilirsiniz	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
demez	de+Verb+Neg+Aor+A3sg
bağlanabilir	bağla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yemem	ye+Verb+Neg+Aor+A1sg
avutabilir	avut+Verb+Pos^DB+Verb+Able+Aor+A3sg
unutamaz	unut+Verb^DB+Verb+Able+Neg+Aor+A3sg
unutmazlar	unut+Verb+Neg+Aor+A3pl
götürürler	götür+Verb+Pos+Aor+A3pl
sevinirim	sevin+Verb+Pos+Aor+A1sg
hoşlanmam	hoşlan+Verb+Neg+Aor+A1sg
sunulur	sun+Verb^DB+Verb+Pass+Pos+Aor+A3sg
erdiremez	er+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
gösterirler	göster+Verb+Pos+Aor+A3pl
sanırsınız	san+Verb+Pos+Aor+A2pl
eleştirilir	eleştir+Verb^DB+Verb+Pass+Pos+Aor+A3sg
anlamam	anla+Verb+Neg+Aor+A1sg
verirsiniz	ver+Verb+Pos+Aor+A2pl
bağışlarsanız	bağışla+Verb+Pos+Aor+Cond+A2pl
düşürür	düş+Verb^DB+Verb+Caus+Pos+Aor+A3sg
geçersin	geç+Verb+Pos+Aor+A2sg
duyarım	duy+Verb+Pos+Aor+A1sg
başarabilir	başar+Verb+Pos^DB+Verb+Able+Aor+A3sg
kolaylaştırır	kolay+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A3sg
çekmem	çek+Verb+Neg+Aor+A1sg
kalabilirsiniz	kal+Verb+Pos^DB+Verb+Able+Aor+A2pl
yaşamam	yaşa+Verb+Neg+Aor+A1sg
öğrenirlerse	öğren+Verb+Pos+Aor+A3pl+Cond
yakalanırsa	yakala+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
söyler	söyle+Verb+Pos+Aor+A3sg
istemezsen	iste+Verb+Neg+Aor+Cond+A2sg
değiştiririm	değiş+Verb^DB+Verb+Caus+Pos+Aor+A1sg
koruruz	koru+Verb+Pos+Aor+A1pl
söylemezse	söyle+Verb+Neg+Aor+Cond+A3sg
korkmam	kork+Verb+Neg+Aor+A1sg
inanırım	inan+Verb+Pos+Aor+A1sg
tutmazsa	tut+Verb+Neg+Aor+Cond+A3sg
ettiririz	et+Verb^DB+Verb+Caus+Pos+Aor+A1pl
görünebilir	görün+Verb+Pos^DB+Verb+Able+Aor+A3sg
dersen	de+Verb+Pos+Aor+Cond+A2sg
kalmazsam	kal+Verb+Neg+Aor+Cond+A1sg
yeğlerim	yeğle+Verb+Pos+Aor+A1sg
tutar	tut+Verb+Pos+Aor+A3sg
kılar	kıl+Verb+Pos+Aor+A3sg
biçilmez	biç+Verb^DB+Verb+Pass+Neg+Aor+A3sg
görebilirsin	gör+Verb+Pos^DB+Verb+Able+Aor+A2sg
giyersin	giy+Verb+Pos+Aor+A2sg
gidemem	git+Verb^DB+Verb+Able+Neg+Aor+A1sg
takarsın	tak+Verb+Pos+Aor+A2sg
alabilirsin	al+Verb+Pos^DB+Verb+Able+Aor+A2sg
alabilir	al+Verb+Pos^DB+Verb+Able+Aor+A3sg
geçercesine	geç+Verb+Pos+Aor+A3sg^DB+Adverb+AsIf
kazandırır	kazan+Verb^DB+Verb+Caus+Pos+Aor+A3sg
bulurlarsa	bul+Verb+Pos+Aor+A3pl+Cond
koymaz	koy+Verb+Neg+Aor+A3sg
anlarsın	anla+Verb+Pos+Aor+A2sg
sevebilir	sev+Verb+Pos^DB+Verb+Able+Aor+A3sg
görünür	görün+Verb+Pos+Aor+A3sg
durur	dur+Verb+Pos+Aor+A3sg
tanır	tanı+Verb+Pos+Aor+A3sg
gitmez	git+Verb+Neg+Aor+A3sg
diyemem	de+Verb^DB+Verb+Able+Neg+Aor+A1sg
yaşarsanız	yaşa+Verb+Pos+Aor+Cond+A2pl
söylenemez	söyle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
yaşarsınız	yaşa+Verb+Pos+Aor+A2pl
gömersiniz	göm+Verb+Pos+Aor+A2pl
demem	de+Verb+Neg+Aor+A1sg
içerim	iç+Verb+Pos+Aor+A1sg
bitirirseniz	bit+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
istenir	iste+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bakmaz	bak+Verb+Neg+Aor+A3sg
verirsem	ver+Verb+Pos+Aor+Cond+A1sg
iğrençleşir	iğrenç+Adj^DB+Verb+Become+Pos+Aor+A3sg
buyurur	buyur+Verb+Pos+Aor+A3sg
görmezler	gör+Verb+Neg+Aor+A3pl
istersiniz	iste+Verb+Pos+Aor+A2pl
anlayabilir	anla+Verb+Pos^DB+Verb+Able+Aor+A3sg
açılır	aç+Verb^DB+Verb+Pass+Pos+Aor+A3sg
ayrılırız	ayır+Verb^DB+Verb+Pass+Pos+Aor+A1pl
vermezsiniz	ver+Verb+Neg+Aor+A2pl
öderim	öde+Verb+Pos+Aor+A1sg
ödersiniz	öde+Verb+Pos+Aor+A2pl
düşünemez	düşün+Verb^DB+Verb+Able+Neg+Aor+A3sg
anlaşılır	anlaş+Verb^DB+Verb+Pass+Pos+Aor+A3sg
karıştırır	karış+Verb^DB+Verb+Caus+Pos+Aor+A3sg
sızlar	sızla+Verb+Pos+Aor+A3sg
belirir	belir+Verb+Pos+Aor+A3sg
atlatır	atla+Verb^DB+Verb+Caus+Pos+Aor+A3sg
sürerse	sür+Verb+Pos+Aor+Cond+A3sg
kurtulabilir	kurtul+Verb+Pos^DB+Verb+Able+Aor+A3sg
istemeyebilir	iste+Verb+Neg^DB+Verb+Able+Aor+A3sg
açıveririz	aç+Verb+Pos^DB+Verb+Hastily+Aor+A1pl
yapmazsanız	yap+Verb+Neg+Aor+Cond+A2pl
istersem	iste+Verb+Pos+Aor+Cond+A1sg
öper	öp+Verb+Pos+Aor+A3sg
alırsam	al+Verb+Pos+Aor+Cond+A1sg
açabiliriz	aç+Verb+Pos^DB+Verb+Able+Aor+A1pl
görülmez	gör+Verb^DB+Verb+Pass+Neg+Aor+A3sg
ağlarlar	ağla+Verb+Pos+Aor+A3pl
neşelenmem	neşe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Aor+A1sg
zamanlarsa	zamanla+Verb+Pos+Aor+Cond+A3sg
gelemez	gel+Verb^DB+Verb+Able+Neg+Aor+A3sg
tutarsa	tut+Verb+Pos+Aor+Cond+A3sg
yatar	yat+Verb+Pos+Aor+A3sg
yollarım	yolla+Verb+Pos+Aor+A1sg
beklemezler	bekle+Verb+Neg+Aor+A3pl
edilirim	et+Verb^DB+Verb+Pass+Pos+Aor+A1sg
tutulursa	tut+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
düşünülebilir	düşün+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
açmazlar	aç+Verb+Neg+Aor+A3pl
varsayılabilir	varsay+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kaçırır	kaç+Verb^DB+Verb+Caus+Pos+Aor+A3sg
oturur	otur+Verb+Pos+Aor+A3sg
inceler	incele+Verb+Pos+Aor+A3sg
şaşırırsınız	şaşır+Verb+Pos+Aor+A2pl
değişebilir	değiş+Verb+Pos^DB+Verb+Able+Aor+A3sg
kalırız	kal+Verb+Pos+Aor+A1pl
girebilir	gir+Verb+Pos^DB+Verb+Able+Aor+A3sg
sorabilirsiniz	sor+Verb+Pos^DB+Verb+Able+Aor+A2pl
diyebiliriz	de+Verb+Pos^DB+Verb+Able+Aor+A1pl
korkarlarsa	kork+Verb+Pos+Aor+A3pl+Cond
karşılarlarsa	karşıla+Verb+Pos+Aor+A3pl+Cond
sürüklenircesine	sürükle+Verb^DB+Verb+Pass+Pos+Aor+A3sg^DB+Adverb+AsIf
sevilmez	sev+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sanılır	san+Verb^DB+Verb+Pass+Pos+Aor+A3sg
duyulmaz	duy+Verb^DB+Verb+Pass+Neg+Aor+A3sg
düşebilir	düş+Verb+Pos^DB+Verb+Able+Aor+A3sg
etkilenir	etkile+Verb^DB+Verb+Pass+Pos+Aor+A3sg
başlamaz	başla+Verb+Neg+Aor+A3sg
kapatır	kapa+Verb^DB+Verb+Caus+Pos+Aor+A3sg
bükerse	bük+Verb+Pos+Aor+Cond+A3sg
uygulanmaz	uygula+Verb^DB+Verb+Pass+Neg+Aor+A3sg
noktalanırsa	noktala+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
yenmez	yen+Verb+Neg+Aor+A3sg
istercesine	iste+Verb+Pos+Aor+A3sg^DB+Adverb+AsIf
dönmez	dön+Verb+Neg+Aor+A3sg
uyurlarken	uyu+Verb+Pos+Aor+A3pl^DB+Adverb+While
kestirirlerken	kes+Verb^DB+Verb+Caus+Pos+Aor+A3pl^DB+Adverb+While
edilemez	et+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
girmez	gir+Verb+Neg+Aor+A3sg
fısıldar	fısılda+Verb+Pos+Aor+A3sg
kaçınır	kaçın+Verb+Pos+Aor+A3sg
anlayamazlar	anla+Verb^DB+Verb+Able+Neg+Aor+A3pl
incelir	incel+Verb+Pos+Aor+A3sg
duyarız	duy+Verb+Pos+Aor+A1pl
oflar	ofla+Verb+Pos+Aor+A3sg
çekilmez	çek+Verb^DB+Verb+Pass+Neg+Aor+A3sg
söyleyemezsiniz	söyle+Verb^DB+Verb+Able+Neg+Aor+A2pl
alabilirsiniz	al+Verb+Pos^DB+Verb+Able+Aor+A2pl
olmayabilir	ol+Verb+Neg^DB+Verb+Able+Aor+A3sg
bulabilirsiniz	bul+Verb+Pos^DB+Verb+Able+Aor+A2pl
ulaştırırsınız	ulaş+Verb^DB+Verb+Caus+Pos+Aor+A2pl
yapmaz	yap+Verb+Neg+Aor+A3sg
bekler	bekle+Verb+Pos+Aor+A3sg
ulaşılmaz	ulaş+Verb^DB+Verb+Pass+Neg+Aor+A3sg
sarsılmaz	sars+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kalmam	kal+Verb+Neg+Aor+A1sg
yanılmayız	yan+Verb^DB+Verb+Pass+Neg+Aor+A1pl
görüşürüz	görüş+Verb+Pos+Aor+A1pl
yağarsa	yağ+Verb+Pos+Aor+Cond+A3sg
bilemezsin	bil+Verb^DB+Verb+Able+Neg+Aor+A2sg
duramaz	dur+Verb^DB+Verb+Able+Neg+Aor+A3sg
davranılmaz	davran+Verb^DB+Verb+Pass+Neg+Aor+A3sg
atarsa	at+Verb+Pos+Aor+Cond+A3sg
okşar	okşa+Verb+Pos+Aor+A3sg
zaptedemez	zaptet+Verb^DB+Verb+Able+Neg+Aor+A3sg
söyleyebilirsiniz	söyle+Verb+Pos^DB+Verb+Able+Aor+A2pl
incitemem	incit+Verb^DB+Verb+Able+Neg+Aor+A1sg
üzemem	üz+Verb^DB+Verb+Able+Neg+Aor+A1sg
kurur	kuru+Verb+Pos+Aor+A3sg
duramam	dur+Verb^DB+Verb+Able+Neg+Aor+A1sg
kovamazsınız	kov+Verb^DB+Verb+Able+Neg+Aor+A2pl
durabilir	dur+Verb+Pos^DB+Verb+Able+Aor+A3sg
kaybolurlar	kaybol+Verb+Pos+Aor+A3pl
kurulabilir	kur+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
ölmez	öl+Verb+Neg+Aor+A3sg
işlerse	işle+Verb+Pos+Aor+Cond+A3sg
çıkarsın	çık+Verb+Pos+Aor+A2sg
evleniriz	evlen+Verb+Pos+Aor+A1pl
alırsanız	al+Verb+Pos+Aor+Cond+A2pl
bilemem	bil+Verb^DB+Verb+Able+Neg+Aor+A1sg
ilerlemem	ilerle+Verb+Neg+Aor+A1sg
önemsemez	önemse+Verb+Neg+Aor+A3sg
karıştırılmam	karış+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A1sg
yollarsınız	yolla+Verb+Pos+Aor+A2pl
sunar	sun+Verb+Pos+Aor+A3sg
türer	türe+Verb+Pos+Aor+A3sg
yutar	yut+Verb+Pos+Aor+A3sg
kemirirler	kemir+Verb+Pos+Aor+A3pl
cezbeder	cezbet+Verb+Pos+Aor+A3sg
geçirebilirim	geç+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1sg
bildiririm	bil+Verb^DB+Verb+Caus+Pos+Aor+A1sg
edebilirse	et+Verb+Pos^DB+Verb+Able+Aor+Cond+A3sg
bulamazsınız	bul+Verb^DB+Verb+Able+Neg+Aor+A2pl
kıpırdatamazsınız	kıpırda+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
varır	var+Verb+Pos+Aor+A3sg
yetişebilir	yetiş+Verb+Pos^DB+Verb+Able+Aor+A3sg
çıkarır	çık+Verb^DB+Verb+Caus+Pos+Aor+A3sg
anlayabilirsiniz	anla+Verb+Pos^DB+Verb+Able+Aor+A2pl
değiştirebilir	değiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
seçerseniz	seç+Verb+Pos+Aor+Cond+A2pl
gerçekleşebilir	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos^DB+Verb+Able+Aor+A3sg
sağlar	sağla+Verb+Pos+Aor+A3sg
ayarlayabilirsiniz	ayarla+Verb+Pos^DB+Verb+Able+Aor+A2pl
oluşturabilir	oluş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
yönetebilirsiniz	yönet+Verb+Pos^DB+Verb+Able+Aor+A2pl
yapılır	yap+Verb^DB+Verb+Pass+Pos+Aor+A3sg
gerektirir	gerek+Verb^DB+Verb+Caus+Pos+Aor+A3sg
dağıtabilir	dağıt+Verb+Pos^DB+Verb+Able+Aor+A3sg
düzenleyebilirsiniz	düzenle+Verb+Pos^DB+Verb+Able+Aor+A2pl
iletebilirsiniz	ilet+Verb+Pos^DB+Verb+Able+Aor+A2pl
olabilirsiniz	ol+Verb+Pos^DB+Verb+Able+Aor+A2pl
erişilemez	eriş+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
olmayabilirsiniz	ol+Verb+Neg^DB+Verb+Able+Aor+A2pl
gönderilir	gönder+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yapamazsınız	yap+Verb^DB+Verb+Able+Neg+Aor+A2pl
bulunursanız	bul+Verb^DB+Verb+Pass+Pos+Aor+Cond+A2pl
çözebilirsiniz	çöz+Verb+Pos^DB+Verb+Able+Aor+A2pl
içerebilir	içer+Verb+Pos^DB+Verb+Able+Aor+A3sg
listeler	listele+Verb+Pos+Aor+A3sg
görebilir	gör+Verb+Pos^DB+Verb+Able+Aor+A3sg
ekleyebilir	ekle+Verb+Pos^DB+Verb+Able+Aor+A3sg
silebilir	sil+Verb+Pos^DB+Verb+Able+Aor+A3sg
düzenleyebilir	düzenle+Verb+Pos^DB+Verb+Able+Aor+A3sg
değiştirebilirsiniz	değiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
çalışabilirsiniz	çalış+Verb+Pos^DB+Verb+Able+Aor+A2pl
ekleyebilirsiniz	ekle+Verb+Pos^DB+Verb+Able+Aor+A2pl
kullanılabilir	kullan+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
belirtebilirsiniz	belir+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
belirtir	belir+Verb^DB+Verb+Caus+Pos+Aor+A3sg
görüntülenmez	görüntüle+Verb^DB+Verb+Pass+Neg+Aor+A3sg
bırakabilirsiniz	bırak+Verb+Pos^DB+Verb+Able+Aor+A2pl
verilir	ver+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kullanabilirsiniz	kullan+Verb+Pos^DB+Verb+Able+Aor+A2pl
başlatabilir	başla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
başlatabilirsiniz	başla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
görüntüleyebilirsiniz	görüntüle+Verb+Pos^DB+Verb+Able+Aor+A2pl
açıklar	açıkla+Verb+Pos+Aor+A3sg
görüntülenir	görüntüle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
atayabilirsiniz	ata+Verb+Pos^DB+Verb+Able+Aor+A2pl
girersiniz	gir+Verb+Pos+Aor+A2pl
ayarlamaz	ayarla+Verb+Neg+Aor+A3sg
vermez	ver+Verb+Neg+Aor+A3sg
tanımlanır	tanımla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
gösterebilir	göster+Verb+Pos^DB+Verb+Able+Aor+A3sg
reddeder	reddet+Verb+Pos+Aor+A3sg
uygulanır	uygula+Verb^DB+Verb+Pass+Pos+Aor+A3sg
devralınabilir	devral+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
devralırlar	devral+Verb+Pos+Aor+A3pl
devralınır	devral+Verb^DB+Verb+Pass+Pos+Aor+A3sg
atayabilirler	ata+Verb+Pos^DB+Verb+Able+Aor+A3pl
görüntüleyemeyebilirsiniz	görüntüle+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A2pl
gerektirebilir	gerek+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
görüntüler	görüntüle+Verb+Pos+Aor+A3sg
belirleyebilir	belirle+Verb+Pos^DB+Verb+Able+Aor+A3sg
getirebilirsiniz	getir+Verb+Pos^DB+Verb+Able+Aor+A2pl
hizalayabilir	hizala+Verb+Pos^DB+Verb+Able+Aor+A3sg
ortalayabilirsiniz	ortala+Verb+Pos^DB+Verb+Able+Aor+A2pl
değiştiremezsiniz	değiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
görüntüleyebilir	görüntüle+Verb+Pos^DB+Verb+Able+Aor+A3sg
gösterebilirsiniz	göster+Verb+Pos^DB+Verb+Able+Aor+A2pl
etkileyebilir	etkile+Verb+Pos^DB+Verb+Able+Aor+A3sg
biçimlenir	biçimle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
ayarlanamaz	ayarla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
duyabilirsiniz	duy+Verb+Pos^DB+Verb+Able+Aor+A2pl
karşılaştırabilir	karşılaş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
sürükleyebilirsiniz	sürükle+Verb+Pos^DB+Verb+Able+Aor+A2pl
taşıyabilirsiniz	taşı+Verb+Pos^DB+Verb+Able+Aor+A2pl
özetlenir	özetle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
adlandırılır	ad+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
gerekmez	gerek+Verb+Neg+Aor+A3sg
çıkartabilirsiniz	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
gizleyebilirsiniz	gizle+Verb+Pos^DB+Verb+Able+Aor+A2pl
seçebilirsiniz	seç+Verb+Pos^DB+Verb+Able+Aor+A2pl
ekler	ekle+Verb+Pos+Aor+A3sg
kaldırabilirsiniz	kal+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
uygulayabilirsiniz	uygula+Verb+Pos^DB+Verb+Able+Aor+A2pl
tıklatabilirsiniz	tıkla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
özetlenebilir	özetle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
oluşturabilirsiniz	oluş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
kaldırılmaz	kal+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
korunur	koru+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kullanır	kullan+Verb+Pos+Aor+A3sg
toplayabilir	topla+Verb+Pos^DB+Verb+Able+Aor+A3sg
tutabilir	tut+Verb+Pos^DB+Verb+Able+Aor+A3sg
hesaplanabilir	hesapla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kullanılamaz	kullan+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
eklersiniz	ekle+Verb+Pos+Aor+A2pl
tanımlayabilirsiniz	tanımla+Verb+Pos^DB+Verb+Able+Aor+A2pl
isteyebilirsiniz	iste+Verb+Pos^DB+Verb+Able+Aor+A2pl
görüntülemez	görüntüle+Verb+Neg+Aor+A3sg
eklenirse	ekle+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
görüntüleyemezsiniz	görüntüle+Verb^DB+Verb+Able+Neg+Aor+A2pl
yapabilirsiniz	yap+Verb+Pos^DB+Verb+Able+Aor+A2pl
göremezseniz	gör+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
güncelleştirilir	güncel+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
değişir	değiş+Verb+Pos+Aor+A3sg
hesaplanır	hesapla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
oluşabilir	oluş+Verb+Pos^DB+Verb+Able+Aor+A3sg
kaybolabilir	kaybol+Verb+Pos^DB+Verb+Able+Aor+A3sg
kullanamazsınız	kullan+Verb^DB+Verb+Able+Neg+Aor+A2pl
değiştirirsiniz	değiş+Verb^DB+Verb+Caus+Pos+Aor+A2pl
oluşur	oluş+Verb+Pos+Aor+A3sg
görebilirsiniz	gör+Verb+Pos^DB+Verb+Able+Aor+A2pl
örtülür	ört+Verb^DB+Verb+Pass+Pos+Aor+A3sg
gösterilir	göster+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kullanılır	kullan+Verb^DB+Verb+Pass+Pos+Aor+A3sg
genişletebilir	genişle+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
daraltabilirsiniz	daral+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
eklerseniz	ekle+Verb+Pos+Aor+Cond+A2pl
gizlenir	gizle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
seçersiniz	seç+Verb+Pos+Aor+A2pl
görüntülerseniz	görüntüle+Verb+Pos+Aor+Cond+A2pl
tamamlayamazsınız	tamamla+Verb^DB+Verb+Able+Neg+Aor+A2pl
durdurur	dur+Verb^DB+Verb+Caus+Pos+Aor+A3sg
etkinleştirilebilir	etkin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
eklenmez	ekle+Verb^DB+Verb+Pass+Neg+Aor+A3sg
yazarsanız	yaz+Verb+Pos+Aor+Cond+A2pl
yapılandırılırsa	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+Cond+A3sg
izlenir	izle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
açabilir	aç+Verb+Pos^DB+Verb+Able+Aor+A3sg
verebilir	ver+Verb+Pos^DB+Verb+Able+Aor+A3sg
unutursa	unut+Verb+Pos+Aor+Cond+A3sg
sıfırlanabilir	sıfırla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
verilmez	ver+Verb^DB+Verb+Pass+Neg+Aor+A3sg
silmez	sil+Verb+Neg+Aor+A3sg
silerseniz	sil+Verb+Pos+Aor+Cond+A2pl
oluşturursanız	oluş+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
devralmaz	devral+Verb+Neg+Aor+A3sg
kurtarılamaz	kurtar+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
silinemez	sil+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
atanmazsa	ata+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
önerilir	öner+Verb^DB+Verb+Pass+Pos+Aor+A3sg
oluşturur	oluş+Verb^DB+Verb+Caus+Pos+Aor+A3sg
bırakılır	bırak+Verb^DB+Verb+Pass+Pos+Aor+A3sg
atanır	ata+Verb^DB+Verb+Pass+Pos+Aor+A3sg
denenirler	dene+Verb^DB+Verb+Pass+Pos+Aor+A3pl
atanabilir	ata+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
atayabilir	ata+Verb+Pos^DB+Verb+Able+Aor+A3sg
sayabilir	say+Verb+Pos^DB+Verb+Able+Aor+A3sg
denenmez	dene+Verb^DB+Verb+Pass+Neg+Aor+A3sg
genişletir	genişle+Verb^DB+Verb+Caus+Pos+Aor+A3sg
genişletilebilir	genişle+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
genişletebilirsiniz	genişle+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
genişletemezsiniz	genişle+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
erişemezsiniz	eriş+Verb^DB+Verb+Able+Neg+Aor+A2pl
siler	sil+Verb+Pos+Aor+A3sg
belirtilmezse	belir+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
