yumuşatır	yumuşa+Verb^DB+Verb+Caus+Pos+Aor+A3sg
kesinleşirse	kesin+Adj^DB+Verb+Become+Pos+Aor+Cond+A3sg
uygulanırlar	uygula+Verb^DB+Verb+Pass+Pos+Aor+A3pl
iyileştirebilir	iyi+Adj^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
doğrulamaz	doğrula+Verb+Neg+Aor+A3sg
gerçekleştirilmezse	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
alamaz	al+Verb^DB+Verb+Able+Neg+Aor+A3sg
ilişkilendirir	ilişki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor+A3sg
gönderilemez	gönder+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
güvenir	güven+Verb+Pos+Aor+A3sg
gönderemez	gönder+Verb^DB+Verb+Able+Neg+Aor+A3sg
uygulamaz	uygula+Verb+Neg+Aor+A3sg
koyabilirsiniz	koy+Verb+Pos^DB+Verb+Able+Aor+A2pl
taşıyabilir	taşı+Verb+Pos^DB+Verb+Able+Aor+A3sg
taşıyabilirler	taşı+Verb+Pos^DB+Verb+Able+Aor+A3pl
taşıyamazlar	taşı+Verb^DB+Verb+Able+Neg+Aor+A3pl
paylaşır	paylaş+Verb+Pos+Aor+A3sg
yazdırır	yaz+Verb^DB+Verb+Caus+Pos+Aor+A3sg
kullanmaz	kullan+Verb+Neg+Aor+A3sg
geliştirir	geliş+Verb^DB+Verb+Caus+Pos+Aor+A3sg
değiştirilirse	değiş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+Cond+A3sg
yenilenir	yenile+Verb^DB+Verb+Pass+Pos+Aor+A3sg
sıralayabilir	sırala+Verb+Pos^DB+Verb+Able+Aor+A3sg
azalır	azal+Verb+Pos+Aor+A3sg
görünmezler	görün+Verb+Neg+Aor+A3pl
çakışırsa	çakış+Verb+Pos+Aor+Cond+A3sg
zorlayamaz	zorla+Verb^DB+Verb+Able+Neg+Aor+A3sg
engellemezseniz	engelle+Verb+Neg+Aor+Cond+A2pl
temizlenir	temizle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
korunmaz	koru+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kullanılabilirler	kullan+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3pl
genişletirseniz	genişle+Verb^DB+Verb+Caus+Pos+Aor+Cond+A2pl
azaltabilirsiniz	azal+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
daraltamazsınız	daral+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
daraltılır	daral+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yükleyebilirler	yükle+Verb+Pos^DB+Verb+Able+Aor+A3pl
sorulursa	sor+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
tanımlayabilir	tanımla+Verb+Pos^DB+Verb+Able+Aor+A3sg
dönebilirsiniz	dön+Verb+Pos^DB+Verb+Able+Aor+A2pl
tekrarlanır	tekrarla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
uygulanamaz	uygula+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
etkinleştirilmez	etkin+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
bırakılmaz	bırak+Verb^DB+Verb+Pass+Neg+Aor+A3sg
ayrılabilir	ayır+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
başlatılamaz	başla+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
durdurulur	dur+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yönetemez	yönet+Verb^DB+Verb+Able+Neg+Aor+A3sg
silemezler	sil+Verb^DB+Verb+Able+Neg+Aor+A3pl
istemeyebilirsiniz	iste+Verb+Neg^DB+Verb+Able+Aor+A2pl
sıfırlanır	sıfırla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
sınayabilir	sına+Verb+Pos^DB+Verb+Able+Aor+A3sg
çoğaltabilirsiniz	çoğal+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
sağlarsa	sağla+Verb+Pos+Aor+Cond+A3sg
artırabilirsiniz	art+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
açıklanır	açıkla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
karşılaştırılır	karşılaş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
duyulursa	duy+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
işlenir	işle+Verb^DB+Verb+Pass+Pos+Aor+A3sg
incelenebilir	incele+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
düzenlenemez	düzenle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kılarsa	kıl+Verb+Pos+Aor+Cond+A3sg
gerçekleştirilebilir	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
çalışırsınız	çalış+Verb+Pos+Aor+A2pl
çözülmez	çöz+Verb^DB+Verb+Pass+Neg+Aor+A3sg
uğrarsa	uğra+Verb+Pos+Aor+Cond+A3sg
değerlendirilmez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
kılınabilir	kıl+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yetkilendirebilirsiniz	yetki+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
tanımlayamazsınız	tanımla+Verb^DB+Verb+Able+Neg+Aor+A2pl
sunmaz	sun+Verb+Neg+Aor+A3sg
dayandırabilirsiniz	dayan+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
üretmez	üre+Verb^DB+Verb+Caus+Neg+Aor+A3sg
sarar	sar+Verb+Pos+Aor+A3sg
silebilirler	sil+Verb+Pos^DB+Verb+Able+Aor+A3pl
aranır	ara+Verb^DB+Verb+Pass+Pos+Aor+A3sg
amaçlanır	amaçla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
içermeyebilir	içer+Verb+Neg^DB+Verb+Able+Aor+A3sg
belirleyebilirim	belirle+Verb+Pos^DB+Verb+Able+Aor+A1sg
bitirmem	bit+Verb^DB+Verb+Caus+Neg+Aor+A1sg
başlatmam	başla+Verb^DB+Verb+Caus+Neg+Aor+A1sg
bulamazsanız	bul+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
denetleyebilirim	denetle+Verb+Pos^DB+Verb+Able+Aor+A1sg
kısıtlayabilir	kısıtla+Verb+Pos^DB+Verb+Able+Aor+A3sg
sınırlandırabilir	sınır+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
engelleyebilirler	engelle+Verb+Pos^DB+Verb+Able+Aor+A3pl
görürse	gör+Verb+Pos+Aor+Cond+A3sg
yetişirim	yetiş+Verb+Pos+Aor+A1sg
alamazsan	al+Verb^DB+Verb+Able+Neg+Aor+Cond+A2sg
başlayabilirim	başla+Verb+Pos^DB+Verb+Able+Aor+A1sg
kazanır	kazan+Verb+Pos+Aor+A3sg
dönerim	dön+Verb+Pos+Aor+A1sg
konuşursak	konuş+Verb+Pos+Aor+Cond+A1pl
duramazsın	dur+Verb^DB+Verb+Able+Neg+Aor+A2sg
atmam	at+Verb+Neg+Aor+A1sg
kaynaşırız	kaynaş+Verb+Pos+Aor+A1pl
çalışabilirim	çalış+Verb+Pos^DB+Verb+Able+Aor+A1sg
istersin	iste+Verb+Pos+Aor+A2sg
giderim	git+Verb+Pos+Aor+A1sg
kalırsın	kal+Verb+Pos+Aor+A2sg
yaşarlar	yaşa+Verb+Pos+Aor+A3pl
gitmezler	git+Verb+Neg+Aor+A3pl
kurmazlar	kur+Verb+Neg+Aor+A3pl
bulundururlar	bulun+Verb^DB+Verb+Caus+Pos+Aor+A3pl
yaratabilir	yarat+Verb+Pos^DB+Verb+Able+Aor+A3sg
yaptırır	yap+Verb^DB+Verb+Caus+Pos+Aor+A3sg
geçirirsin	geç+Verb^DB+Verb+Caus+Pos+Aor+A2sg
severseniz	sev+Verb+Pos+Aor+Cond+A2pl
eyler	eyle+Verb+Pos+Aor+A3sg
alınırsa	al+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
sevinir	sevin+Verb+Pos+Aor+A3sg
olabiliriz	ol+Verb+Pos^DB+Verb+Able+Aor+A1pl
dolarsa	dol+Verb+Pos+Aor+Cond+A3sg
giderilemez	gider+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
giderse	git+Verb+Pos+Aor+Cond+A3sg
izleyebilirler	izle+Verb+Pos^DB+Verb+Able+Aor+A3pl
söylenebilir	söyle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
söylersem	söyle+Verb+Pos+Aor+Cond+A1sg
kayıtlarım	kayıtla+Verb+Pos+Aor+A1sg
konuşabilir	konuş+Verb+Pos^DB+Verb+Able+Aor+A3sg
unutulur	unut+Verb^DB+Verb+Pass+Pos+Aor+A3sg
denilebilir	de+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
bilinmez	bil+Verb^DB+Verb+Pass+Neg+Aor+A3sg
derse	de+Verb+Pos+Aor+Cond+A3sg
düşerse	düş+Verb+Pos+Aor+Cond+A3sg
yerseniz	ye+Verb+Pos+Aor+Cond+A2pl
olunur	ol+Verb^DB+Verb+Pass+Pos+Aor+A3sg
değerlendirebilirler	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3pl
açarsa	aç+Verb+Pos+Aor+Cond+A3sg
yakalayabiliriz	yakala+Verb+Pos^DB+Verb+Able+Aor+A1pl
sağlayamaz	sağla+Verb^DB+Verb+Able+Neg+Aor+A3sg
kısılırsa	kıs+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
aşamaz	aş+Verb^DB+Verb+Able+Neg+Aor+A3sg
yaratamazsınız	yara+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
veremezsiniz	ver+Verb^DB+Verb+Able+Neg+Aor+A2pl
kalkışırsa	kalkış+Verb+Pos+Aor+Cond+A3sg
değiştiremem	değiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A1sg
koşar	koş+Verb+Pos+Aor+A3sg
ilgilendirir	ilgilen+Verb^DB+Verb+Caus+Pos+Aor+A3sg
olmazlar	ol+Verb+Neg+Aor+A3pl
olursak	ol+Verb+Pos+Aor+Cond+A1pl
söyleyebiliriz	söyle+Verb+Pos^DB+Verb+Able+Aor+A1pl
düşünürseniz	düşün+Verb+Pos+Aor+Cond+A2pl
bulunamayabilir	bul+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
gezilebilir	gez+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
iner	in+Verb+Pos+Aor+A3sg
inmez	in+Verb+Neg+Aor+A3sg
geçirebilirsiniz	geç+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
kalabilir	kal+Verb+Pos^DB+Verb+Able+Aor+A3sg
öğrenebilirsek	öğren+Verb+Pos^DB+Verb+Able+Aor+Cond+A1pl
seviniriz	sevin+Verb+Pos+Aor+A1pl
dalabilir	dal+Verb+Pos^DB+Verb+Able+Aor+A3sg
yürüyebilirsiniz	yürü+Verb+Pos^DB+Verb+Able+Aor+A2pl
öğrenebilir	öğren+Verb+Pos^DB+Verb+Able+Aor+A3sg
tırmanabilirsiniz	tırman+Verb+Pos^DB+Verb+Able+Aor+A2pl
dalabilirler	dal+Verb+Pos^DB+Verb+Able+Aor+A3pl
uğrayabilirsiniz	uğra+Verb+Pos^DB+Verb+Able+Aor+A2pl
kalınır	kal+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yenir	ye+Verb^DB+Verb+Pass+Pos+Aor+A3sg
tadabilirsiniz	tat+Verb+Pos^DB+Verb+Able+Aor+A2pl
bakabilirsiniz	bak+Verb+Pos^DB+Verb+Able+Aor+A2pl
yiyebilirsiniz	ye+Verb+Pos^DB+Verb+Able+Aor+A2pl
yürüyebilir	yürü+Verb+Pos^DB+Verb+Able+Aor+A3sg
geçirmez	geç+Verb^DB+Verb+Caus+Neg+Aor+A3sg
binebilirsiniz	bin+Verb+Pos^DB+Verb+Able+Aor+A2pl
varırsanız	var+Verb+Pos+Aor+Cond+A2pl
ilgilenir	ilgilen+Verb+Pos+Aor+A3sg
katılabilirsiniz	kat+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A2pl
danışabilirsiniz	danış+Verb+Pos^DB+Verb+Able+Aor+A2pl
yapabiliriz	yap+Verb+Pos^DB+Verb+Able+Aor+A1pl
konuşulabilir	konuş+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
çıkartır	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos+Aor+A3sg
yıkılırsa	yık+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
kaybederiz	kaybet+Verb+Pos+Aor+A1pl
çıkarılmazsa	çık+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
geçerseniz	geç+Verb+Pos+Aor+Cond+A2pl
yaparlar	yap+Verb+Pos+Aor+A3pl
yürürcesine	yürü+Verb+Pos+Aor+A3sg^DB+Adverb+AsIf
içilmez	iç+Verb^DB+Verb+Pass+Neg+Aor+A3sg
içilir	iç+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yersin	ye+Verb+Pos+Aor+A2sg
okuyabilirsiniz	oku+Verb+Pos^DB+Verb+Able+Aor+A2pl
koyar	koy+Verb+Pos+Aor+A3sg
yüzemez	yüz+Verb^DB+Verb+Able+Neg+Aor+A3sg
unutmam	unut+Verb+Neg+Aor+A1sg
rastlanabilir	rastla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
çıkmazsa	çık+Verb+Neg+Aor+Cond+A3sg
yatırır	yatır+Verb+Pos+Aor+A3sg
bozmaz	boz+Verb+Neg+Aor+A3sg
ederlerse	et+Verb+Pos+Aor+A3pl+Cond
kullanmazsanız	kullan+Verb+Neg+Aor+Cond+A2pl
kurtaramaz	kurtar+Verb^DB+Verb+Able+Neg+Aor+A3sg
alkışlarım	alkışla+Verb+Pos+Aor+A1sg
yenilir	ye+Verb^DB+Verb+Pass+Pos+Aor+A3sg
unutulmaz	unut+Verb^DB+Verb+Pass+Neg+Aor+A3sg
fısıldanır	fısılda+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yener	yen+Verb+Pos+Aor+A3sg
almazsak	al+Verb+Neg+Aor+Cond+A1pl
yapmazsan	yap+Verb+Neg+Aor+Cond+A2sg
uslanmaz	us+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Aor+A3sg
oynatmaz	oynat+Verb+Neg+Aor+A3sg
yanar	yan+Verb+Pos+Aor+A3sg
postalanırsın	postala+Verb^DB+Verb+Pass+Pos+Aor+A2sg
kalabilirler	kal+Verb+Pos^DB+Verb+Able+Aor+A3pl
veremem	ver+Verb^DB+Verb+Able+Neg+Aor+A1sg
ödenir	öde+Verb^DB+Verb+Pass+Pos+Aor+A3sg
kahrolursunuz	kahrol+Verb+Pos+Aor+A2pl
kurulurlar	kur+Verb^DB+Verb+Pass+Pos+Aor+A3pl
sunulurlar	sun+Verb^DB+Verb+Pass+Pos+Aor+A3pl
beğenirsiniz	beğen+Verb+Pos+Aor+A2pl
isteriz	iste+Verb+Pos+Aor+A1pl
gidersin	git+Verb+Pos+Aor+A2sg
dersek	de+Verb+Pos+Aor+Cond+A1pl
kabarır	kabar+Verb+Pos+Aor+A3sg
fırçalanır	fırçala+Verb^DB+Verb+Pass+Pos+Aor+A3sg
atarsan	at+Verb+Pos+Aor+Cond+A2sg
fırçalayabilirsiniz	fırçala+Verb+Pos^DB+Verb+Able+Aor+A2pl
seçemezseniz	seç+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
oynarsınız	oyna+Verb+Pos+Aor+A2pl
bilmezsin	bil+Verb+Neg+Aor+A2sg
sorarsan	sor+Verb+Pos+Aor+Cond+A2sg
vururuz	vur+Verb+Pos+Aor+A1pl
hallederiz	hallet+Verb+Pos+Aor+A1pl
sürerseniz	sür+Verb+Pos+Aor+Cond+A2pl
sokarsınız	sok+Verb+Pos+Aor+A2pl
kaçırırsınız	kaç+Verb^DB+Verb+Caus+Pos+Aor+A2pl
anlatılır	anla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
çeker	çek+Verb+Pos+Aor+A3sg
çizilir	çiz+Verb^DB+Verb+Pass+Pos+Aor+A3sg
sevilir	sev+Verb^DB+Verb+Pass+Pos+Aor+A3sg
hissedersiniz	hisset+Verb+Pos+Aor+A2pl
çekersiniz	çek+Verb+Pos+Aor+A2pl
kaybedersek	kaybet+Verb+Pos+Aor+Cond+A1pl
almam	al+Verb+Neg+Aor+A1sg
oluruz	ol+Verb+Pos+Aor+A1pl
aydınlatabilir	aydınlat+Verb+Pos^DB+Verb+Able+Aor+A3sg
kişiselleştirilebilir	kişisel+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yazmazsanız	yaz+Verb+Neg+Aor+Cond+A2pl
kaldırırlar	kaldır+Verb+Pos+Aor+A3pl
giderebilirler	gider+Verb+Pos^DB+Verb+Able+Aor+A3pl
keseriz	kes+Verb+Pos+Aor+A1pl
yapamayız	yap+Verb^DB+Verb+Able+Neg+Aor+A1pl
tükenmez	tüken+Verb+Neg+Aor+A3sg
aşılabilir	aş+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kabullenilemez	kabullen+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kaybedersen	kaybet+Verb+Pos+Aor+Cond+A2sg
yeneriz	yen+Verb+Pos+Aor+A1pl
yenerim	yen+Verb+Pos+Aor+A1sg
oynatmazsın	oyna+Verb^DB+Verb+Caus+Neg+Aor+A2sg
engelleyemez	engelle+Verb^DB+Verb+Able+Neg+Aor+A3sg
davranır	davran+Verb+Pos+Aor+A3sg
yönetilirse	yönet+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
atılırsa	at+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
rahatlatır	rahatla+Verb^DB+Verb+Caus+Pos+Aor+A3sg
geçemeyiz	geç+Verb^DB+Verb+Able+Neg+Aor+A1pl
sakatlanır	sakatla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
iyileşir	iyi+Adj^DB+Verb+Become+Pos+Aor+A3sg
oynar	oyna+Verb+Pos+Aor+A3sg
sakatlanabilir	sakatla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
yatırılır	yat+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
yaptırılır	yap+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
oynarsa	oyna+Verb+Pos+Aor+Cond+A3sg
vermezse	ver+Verb+Neg+Aor+Cond+A3sg
edemezse	et+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
çalışırlar	çalış+Verb+Pos+Aor+A3pl
batarsınız	bat+Verb+Pos+Aor+A2pl
çalışırsanız	çalış+Verb+Pos+Aor+Cond+A2pl
atarsınız	at+Verb+Pos+Aor+A2pl
almazsa	al+Verb+Neg+Aor+Cond+A3sg
atarım	at+Verb+Pos+Aor+A1sg
değerlendirilemez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
basar	bas+Verb+Pos+Aor+A3sg
düşmez	düş+Verb+Neg+Aor+A3sg
konuşamam	konuş+Verb^DB+Verb+Able+Neg+Aor+A1sg
çekerse	çek+Verb+Pos+Aor+Cond+A3sg
üretir	üre+Verb^DB+Verb+Caus+Pos+Aor+A3sg
ödenmez	öde+Verb^DB+Verb+Pass+Neg+Aor+A3sg
açıklayabiliriz	açıkla+Verb+Pos^DB+Verb+Able+Aor+A1pl
takmaz	tak+Verb+Neg+Aor+A3sg
çalınır	çal+Verb^DB+Verb+Pass+Pos+Aor+A3sg
gülersin	gül+Verb+Pos+Aor+A2sg
gözükebilir	gözük+Verb+Pos^DB+Verb+Able+Aor+A3sg
yutmaz	yut+Verb+Neg+Aor+A3sg
konuşmam	konuş+Verb+Neg+Aor+A1sg
basmaz	bas+Verb+Neg+Aor+A3sg
bozar	boz+Verb+Pos+Aor+A3sg
kırılır	kır+Verb^DB+Verb+Pass+Pos+Aor+A3sg
cezalandırılmaz	ceza+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
veririz	ver+Verb+Pos+Aor+A1pl
söylemem	söyle+Verb+Neg+Aor+A1sg
bakmam	bak+Verb+Neg+Aor+A1sg
kovarım	kov+Verb+Pos+Aor+A1sg
keşfedilemez	keşfet+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
açıklarsak	açıkla+Verb+Pos+Aor+Cond+A1pl
kaybederim	kaybet+Verb+Pos+Aor+A1sg
konuşamazlarsa	konuş+Verb^DB+Verb+Able+Neg+Aor+A3pl+Cond
başvururlar	başvur+Verb+Pos+Aor+A3pl
atabilirsiniz	at+Verb+Pos^DB+Verb+Able+Aor+A2pl
çekilir	çek+Verb^DB+Verb+Pass+Pos+Aor+A3sg
vazgeçilirse	vazgeç+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
kılınır	kıl+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yeriz	ye+Verb+Pos+Aor+A1pl
gezer	gez+Verb+Pos+Aor+A3sg
kılabilir	kıl+Verb+Pos^DB+Verb+Able+Aor+A3sg
yaparlarsa	yap+Verb+Pos+Aor+A3pl+Cond
değerlendirmez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Neg+Aor+A3sg
kaçmaz	kaç+Verb+Neg+Aor+A3sg
güder	güt+Verb+Pos+Aor+A3sg
söylerim	söyle+Verb+Pos+Aor+A1sg
çalarsa	çal+Verb+Pos+Aor+Cond+A3sg
düzelmez	düzel+Verb+Neg+Aor+A3sg
kaybeder	kaybet+Verb+Pos+Aor+A3sg
kapanmaz	kapa+Verb^DB+Verb+Pass+Neg+Aor+A3sg
gidilmez	git+Verb^DB+Verb+Pass+Neg+Aor+A3sg
hazmedilebilir	hazmet+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
fakirleştirir	fakir+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A3sg
zenginleştirir	zengin+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Aor+A3sg
kalkarız	kalk+Verb+Pos+Aor+A1pl
değillerse	değille+Verb+Pos+Aor+Cond+A3sg
atlatırız	atla+Verb^DB+Verb+Caus+Pos+Aor+A1pl
tartışırlar	tartış+Verb+Pos+Aor+A3pl
vazgeçmez	vazgeç+Verb+Neg+Aor+A3sg
çekilirse	çek+Verb^DB+Verb+Pass+Pos+Aor+Cond+A3sg
biriktiririm	birik+Verb^DB+Verb+Caus+Pos+Aor+A1sg
durulabilir	dur+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kaçar	kaç+Verb+Pos+Aor+A3sg
ettirilirler	et+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3pl
ettirilir	et+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
ulaştırır	ulaş+Verb^DB+Verb+Caus+Pos+Aor+A3sg
gönderirler	gönder+Verb+Pos+Aor+A3pl
verebiliriz	ver+Verb+Pos^DB+Verb+Able+Aor+A1pl
değişmezse	değiş+Verb+Neg+Aor+Cond+A3sg
süremeyiz	sür+Verb^DB+Verb+Able+Neg+Aor+A1pl
zorlaşır	zor+Adj^DB+Verb+Become+Pos+Aor+A3sg
izlerim	izle+Verb+Pos+Aor+A1sg
uygularsanız	uygula+Verb+Pos+Aor+Cond+A2pl
edebilirseniz	et+Verb+Pos^DB+Verb+Able+Aor+Cond+A2pl
yaratılır	yara+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
olmam	ol+Verb+Neg+Aor+A1sg
tartışılır	tartış+Verb^DB+Verb+Pass+Pos+Aor+A3sg
artarsa	art+Verb+Pos+Aor+Cond+A3sg
azaltmazsanız	azal+Verb^DB+Verb+Caus+Neg+Aor+Cond+A2pl
azaltamazsınız	azal+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
kalkarlarsa	kalk+Verb+Pos+Aor+A3pl+Cond
etmezse	et+Verb+Neg+Aor+Cond+A3sg
yapmazlarsa	yap+Verb+Neg+Aor+A3pl+Cond
oynayabilir	oyna+Verb+Pos^DB+Verb+Able+Aor+A3sg
bozarlar	boz+Verb+Pos+Aor+A3pl
sevmeyebilirsin	sev+Verb+Neg^DB+Verb+Able+Aor+A2sg
beğenmeyebilirsin	beğen+Verb+Neg^DB+Verb+Able+Aor+A2sg
vermezsen	ver+Verb+Neg+Aor+Cond+A2sg
çıkarmazsan	çık+Verb^DB+Verb+Caus+Neg+Aor+Cond+A2sg
yaparsın	yap+Verb+Pos+Aor+A2sg
konuşursa	konuş+Verb+Pos+Aor+Cond+A3sg
verirsen	ver+Verb+Pos+Aor+Cond+A2sg
kaybedersin	kaybet+Verb+Pos+Aor+A2sg
yapamazlar	yap+Verb^DB+Verb+Able+Neg+Aor+A3pl
oyulursun	oy+Verb^DB+Verb+Pass+Pos+Aor+A2sg
durursun	dur+Verb+Pos+Aor+A2sg
konuşulmaz	konuş+Verb^DB+Verb+Pass+Neg+Aor+A3sg
çeviremezsin	çevir+Verb^DB+Verb+Able+Neg+Aor+A2sg
götüremezsin	götür+Verb^DB+Verb+Able+Neg+Aor+A2sg
yummaz	yum+Verb+Neg+Aor+A3sg
tartışılmaz	tartış+Verb^DB+Verb+Pass+Neg+Aor+A3sg
konuşulur	konuş+Verb^DB+Verb+Pass+Pos+Aor+A3sg
hazırlanır	hazırla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
hazırlamaz	hazırla+Verb+Neg+Aor+A3sg
açıklanamaz	açıkla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kalkmaz	kalk+Verb+Neg+Aor+A3sg
satmam	sat+Verb+Neg+Aor+A1sg
affedebilirim	affet+Verb+Pos^DB+Verb+Able+Aor+A1sg
affetmez	affet+Verb+Neg+Aor+A3sg
değişmem	değiş+Verb+Neg+Aor+A1sg
yürür	yürü+Verb+Pos+Aor+A3sg
çevirebilir	çevir+Verb+Pos^DB+Verb+Able+Aor+A3sg
susturulabilir	sus+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
dövülebilir	döv+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kesebilir	kes+Verb+Pos^DB+Verb+Able+Aor+A3sg
eksilmez	eksil+Verb+Neg+Aor+A3sg
yıpratır	yıprat+Verb+Pos+Aor+A3sg
