değildir	değil+Verb+Neg+Pres+A3sg+Cop
getirmişlerdir	getir+Verb+Pos+Narr+A3pl+Cop
halkıdır	halk+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çıkarmışlardır	çık+Verb^DB+Verb+Caus+Pos+Narr+A3pl+Cop
amaçlamaktadır	amaçla+Verb+Pos+Prog2+A3sg+Cop
hazırlanmıştır	hazırla+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
hazırlanmamıştır	hazırla+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
çalışmasıdır	çalış+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dağıtılmamıştır	dağıt+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
ustasıdır	usta+Adj^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kullanılmamıştır	kullan+Verb^DB+Verb+Pass+Neg+Narr+A3sg+Cop
malumudur	malum+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yargıçtır	yargıç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
okutulmalıdır	oku+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg+Cop
doğuracaktır	doğ+Verb^DB+Verb+Caus+Pos+Fut+A3sg+Cop
vermemektedir	ver+Verb+Neg+Prog2+A3sg+Cop
dönecektir	dön+Verb+Pos+Fut+A3sg+Cop
menfaatleridir	menfaat+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
devlettir	devlet+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dönemlerdir	dönem+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
batmasıdır	bat+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çalmasıdır	çal+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
girişmemiştir	giriş+Verb+Neg+Narr+A3sg+Cop
engelleyecektir	engelle+Verb+Pos+Fut+A3sg+Cop
yaklaşımdır	yaklaşım+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yaklaşmıştır	yaklaş+Verb+Pos+Narr+A3sg+Cop
kayıptır	kayıp+Adj^DB+Verb+Zero+Pres+A3sg+Cop
önlenememiştir	önle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Narr+A3sg+Cop
tutulacaktır	tut+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
yanlıştır	yanlış+Adj^DB+Verb+Zero+Pres+A3sg+Cop
engellemektedirler	engelle+Verb+Pos+Prog2+A3pl+Cop
kolaylaştıracaktır	kolay+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Fut+A3sg+Cop
yarayacaktır	yara+Verb+Pos+Fut+A3sg+Cop
hatırlayacaktır	hatırla+Verb+Pos+Fut+A3sg+Cop
fırsatıdır	fırsat+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kazanılacaktır	kazan+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
artırabilecektir	art+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Fut+A3sg+Cop
kapılmamalarıdır	kap+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vermeleridir	ver+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
olmalıdırlar	ol+Verb+Pos+Neces+A3pl+Cop
etmelidirler	et+Verb+Pos+Neces+A3pl+Cop
paniklemektir	panikle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
uzatılmıştır	uza+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg+Cop
eleştirilerdir	eleştiri+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
göstermeyecektir	göster+Verb+Neg+Fut+A3sg+Cop
amaçtır	amaç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
beklenmektedir	bekle+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
bekleyecektir	bekle+Verb+Pos+Fut+A3sg+Cop
değiştirmeyecektir	değiş+Verb^DB+Verb+Caus+Neg+Fut+A3sg+Cop
bozulmayacaktır	boz+Verb^DB+Verb+Pass+Neg+Fut+A3sg+Cop
bürünmüştür	bürü+Verb^DB+Verb+Pass+Pos+Narr+A3sg+Cop
çıkarmamaktadırlar	çık+Verb^DB+Verb+Caus+Neg+Prog2+A3pl+Cop
artmasıdır	art+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yapmaktadırlar	yap+Verb+Pos+Prog2+A3pl+Cop
sağlamaktadırlar	sağla+Verb+Pos+Prog2+A3pl+Cop
yaslanmaktadırlar	yasla+Verb^DB+Verb+Pass+Pos+Prog2+A3pl+Cop
stoklardır	stok+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
yaratmaktadır	yarat+Verb+Pos+Prog2+A3sg+Cop
yanıltıcıdır	yanıl+Verb^DB+Verb+Caus+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
görülemeyecektir	gör+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Fut+A3sg+Cop
başlamıştır	başla+Verb+Pos+Narr+A3sg+Cop
oluşturmaktadır	oluş+Verb^DB+Verb+Caus+Pos+Prog2+A3sg+Cop
karşıyadır	karşı+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A3sg+Cop
özendirilmelidir	özen+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Neces+A3sg+Cop
gelebileceklerdir	gel+Verb+Pos^DB+Verb+Able+Fut+A3pl+Cop
çarpıklıktır	çarpık+Adj^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kaçmaktadır	kaç+Verb+Pos+Prog2+A3sg+Cop
şımartılmıştır	şımar+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Narr+A3sg+Cop
aktarılmaktadır	aktar+Verb^DB+Verb+Pass+Pos+Prog2+A3sg+Cop
değişkendir	değişke+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
dönüştürülebilmektedir	dönüş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Prog2+A3sg+Cop
zinciridir	zincir+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
fazladır	fazla+Adj^DB+Verb+Zero+Pres+A3sg+Cop
şirketlerdir	şirket+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
kılmaktadır	kıl+Verb+Pos+Prog2+A3sg+Cop
kalacaklardır	kal+Verb+Pos+Fut+A3pl+Cop
yoğunlaştıracaklardır	yoğun+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Fut+A3pl+Cop
zorlaşacaktır	zor+Adj^DB+Verb+Become+Pos+Fut+A3sg+Cop
düzenlenecektir	düzenle+Verb^DB+Verb+Pass+Pos+Fut+A3sg+Cop
zorundadırlar	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl+Cop
etmeleridir	et+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
heykeltıraştır	heykeltıraş+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
milattır	milat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
rüyasıdır	rüya+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vazgeçilmezidir	vazgeç+Verb^DB+Verb+Pass+Neg+Aor^DB+Adj+Zero^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+Cop+A3sg
pastırmadır	pastırma+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
artıştır	art+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
içeceklerdir	iç+Verb+Pos+Fut+A3pl+Cop
hazırlananlardır	hazırla+Verb^DB+Verb+Reflex+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
yapışmayacaktır	yapış+Verb+Neg+Fut+A3sg+Cop
