bulunuyor	bulun+Verb+Pos+Prog1+A3sg
tanınmıyor	tanı+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
simgeliyor	simgele+Verb+Pos+Prog1+A3sg
anımsıyorum	anımsa+Verb+Pos+Prog1+A1sg
anımsamıyorum	anımsa+Verb+Neg+Prog1+A1sg
yatırıyorum	yat+Verb^DB+Verb+Caus+Pos+Prog1+A1sg
çeviriyorum	çevir+Verb+Pos+Prog1+A1sg
dönüyorlar	dön+Verb+Pos+Prog1+A3pl
ütüyor	üt+Verb+Pos+Prog1+A3sg
alabiliyorum	al+Verb+Pos^DB+Verb+Able+Prog1+A1sg
ışıyor	ışı+Verb+Pos+Prog1+A3sg
koşuşturuyor	koşuş+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
görüyorsun	gör+Verb+Pos+Prog1+A2sg
yarışıyor	yarış+Verb+Pos+Prog1+A3sg
hazırlıyorlar	hazırla+Verb+Pos+Prog1+A3pl
geliveriyor	gel+Verb+Pos^DB+Verb+Hastily+Prog1+A3sg
vazgeçmiyoruz	vazgeç+Verb+Neg+Prog1+A1pl
açıyoruz	aç+Verb+Pos+Prog1+A1pl
açıklıyoruz	açıkla+Verb+Pos+Prog1+A1pl
engellemiyor	engelle+Verb+Neg+Prog1+A3sg
garantiliyor	garantile+Verb+Pos+Prog1+A3sg
ödüyorum	öde+Verb+Pos+Prog1+A1sg
duruluyor	dur+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
düşlüyor	düşle+Verb+Pos+Prog1+A3sg
yakınıyor	yakın+Verb+Pos+Prog1+A3sg
yaşatılıyor	yaşa+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
hazırlanıyoruz	hazırla+Verb^DB+Verb+Reflex+Pos+Prog1+A1pl
oturamıyorlar	otur+Verb^DB+Verb+Able+Neg+Prog1+A3pl
yakalayabiliyor	yakala+Verb+Pos^DB+Verb+Able+Prog1+A3sg
görebiliyor	gör+Verb+Pos^DB+Verb+Able+Prog1+A3sg
araştırıyorum	araştır+Verb+Pos+Prog1+A1sg
aranıyor	ara+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
ödüllendiriliyor	ödül+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
çağrılıyor	çağrıl+Verb+Pos+Prog1+A3sg
alkışlanıyor	alkışla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
siliyorlar	sil+Verb+Pos+Prog1+A3pl
özetliyorum	özetle+Verb+Pos+Prog1+A1sg
değinmiyor	değin+Verb+Neg+Prog1+A3sg
çözemiyorsunuz	çöz+Verb^DB+Verb+Able+Neg+Prog1+A2pl
yönlendiriyor	yönlen+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
çıkarıyorsunuz	çık+Verb^DB+Verb+Caus+Pos+Prog1+A2pl
yaşatıyor	yaşa+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
okuyabiliyoruz	oku+Verb+Pos^DB+Verb+Able+Prog1+A1pl
üzülmüyorum	üz+Verb^DB+Verb+Pass+Neg+Prog1+A1sg
işletiyorlar	işle+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
ilgileniyorsa	ilgilen+Verb+Pos+Prog1+Cond+A3sg
gönderiyorlar	gönder+Verb+Pos+Prog1+A3pl
yakıştıramıyor	yakış+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3sg
yapıyorsam	yap+Verb+Pos+Prog1+Cond+A1sg
olamıyorlar	ol+Verb^DB+Verb+Able+Neg+Prog1+A3pl
bekletiyorsun	bekle+Verb^DB+Verb+Caus+Pos+Prog1+A2sg
kızmıyorum	kız+Verb+Neg+Prog1+A1sg
kaybediyorlar	kaybet+Verb+Pos+Prog1+A3pl
yalanlanıyor	yalanla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yönetiyorlar	yönet+Verb+Pos+Prog1+A3pl
uçuyorsunuz	uç+Verb+Pos+Prog1+A2pl
bahsediyorlar	bahset+Verb+Pos+Prog1+A3pl
görüyorsan	gör+Verb+Pos+Prog1+Cond+A2sg
kolluyorlar	kolla+Verb+Pos+Prog1+A3pl
gösteremiyorlar	göster+Verb^DB+Verb+Able+Neg+Prog1+A3pl
uzaklaşıyorsun	uzak+Adj^DB+Verb+Become+Pos+Prog1+A2sg
hazırlanıyorlar	hazırla+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
birikiyor	birik+Verb+Pos+Prog1+A3sg
kırılıyor	kır+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kayıyor	kay+Verb+Pos+Prog1+A3sg
eşitleniyor	eşitle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
yemiyorum	ye+Verb+Neg+Prog1+A1sg
tamamlıyor	tamamla+Verb+Pos+Prog1+A3sg
aramıyor	ara+Verb+Neg+Prog1+A3sg
davranmıyor	davran+Verb+Neg+Prog1+A3sg
çatmıyor	çat+Verb+Neg+Prog1+A3sg
yatmıyor	yat+Verb+Neg+Prog1+A3sg
bilemiyorsunuz	bil+Verb^DB+Verb+Able+Neg+Prog1+A2pl
seyrediyorlar	seyret+Verb+Pos+Prog1+A3pl
bütünleşiyor	bütün+Adj^DB+Verb+Become+Pos+Prog1+A3sg
geliştiriyorlar	geliş+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
izliyoruz	izle+Verb+Pos+Prog1+A1pl
planlıyor	planla+Verb+Pos+Prog1+A3sg
geriyorsa	ger+Verb+Pos+Prog1+Cond+A3sg
ayarlanıyor	ayarla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kılıyorum	kıl+Verb+Pos+Prog1+A1sg
demiyorum	de+Verb+Neg+Prog1+A1sg
açıklanıyor	açıkla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
söyleyemiyoruz	söyle+Verb^DB+Verb+Able+Neg+Prog1+A1pl
sürebiliyor	sür+Verb+Pos^DB+Verb+Able+Prog1+A3sg
yerleşiyoruz	yerleş+Verb+Pos+Prog1+A1pl
diyorsa	de+Verb+Pos+Prog1+Cond+A3sg
yerleşiyor	yerleş+Verb+Pos+Prog1+A3sg
çıkartıyor	çık+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos+Prog1+A3sg
çöküyor	çök+Verb+Pos+Prog1+A3sg
güveniyorlarsa	güven+Verb+Pos+Prog1+A3pl+Cond
geçiyorum	geç+Verb+Pos+Prog1+A1sg
zedeliyorlar	zedele+Verb+Pos+Prog1+A3pl
uyarıyorum	uyar+Verb+Pos+Prog1+A1sg
düşünüyorlarsa	düşün+Verb+Pos+Prog1+A3pl+Cond
anlıyoruz	anla+Verb+Pos+Prog1+A1pl
konuşamıyor	konuş+Verb^DB+Verb+Able+Neg+Prog1+A3sg
suçlamıyor	suçla+Verb+Neg+Prog1+A3sg
davranılıyorsa	davran+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
diyemiyorum	de+Verb^DB+Verb+Able+Neg+Prog1+A1sg
iletiyor	ilet+Verb+Pos+Prog1+A3sg
sokuyor	sok+Verb+Pos+Prog1+A3sg
olunuyor	ol+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
savunuyorum	savun+Verb+Pos+Prog1+A1sg
özlüyor	özle+Verb+Pos+Prog1+A3sg
benzetiyorum	benze+Verb^DB+Verb+Caus+Pos+Prog1+A1sg
gelişiyor	geliş+Verb+Pos+Prog1+A3sg
kaçırıyorlar	kaç+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
evleniyorlar	evlen+Verb+Pos+Prog1+A3pl
kastediyorum	kastet+Verb+Pos+Prog1+A1sg
giyinebiliyor	giy+Verb^DB+Verb+Reflex+Pos^DB+Verb+Able+Prog1+A3sg
davranıyorsan	davran+Verb+Pos+Prog1+Cond+A2sg
sanıyorlar	san+Verb+Pos+Prog1+A3pl
uçmuyorum	uç+Verb+Neg+Prog1+A1sg
vuruluyor	vur+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
diliyor	dile+Verb+Pos+Prog1+A3sg
rastlanmıyor	rastla+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
karşılaşıyoruz	karşılaş+Verb+Pos+Prog1+A1pl
düşünüyorsa	düşün+Verb+Pos+Prog1+Cond+A3sg
arttırıyor	art+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
uyuşmuyor	uyuş+Verb+Neg+Prog1+A3sg
dışlamıyor	dışla+Verb+Neg+Prog1+A3sg
tasarlanıyor	tasarla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kaçırmıyor	kaç+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
sayıyor	say+Verb+Pos+Prog1+A3sg
onaylamıyor	onayla+Verb+Neg+Prog1+A3sg
tekrarlıyor	tekrarla+Verb+Pos+Prog1+A3sg
değerlendiriliyor	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
yatabiliyor	yat+Verb+Pos^DB+Verb+Able+Prog1+A3sg
taçlanıyor	taç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
uğurlanıyor	uğurla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
eleştiriyor	eleştir+Verb+Pos+Prog1+A3sg
akıtıyor	ak+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
unutmuyor	unut+Verb+Neg+Prog1+A3sg
döndürmüyor	dön+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
ağlaşıyorlar	ağla+Verb^DB+Verb+Recip+Pos+Prog1+A3pl
çektiriyorlar	çek+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
çektiriyor	çek+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
yumuluyor	yum+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
hayıflanıyor	hayıf+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
satıyoruz	sat+Verb+Pos+Prog1+A1pl
esinleniyor	esinle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
kıyamıyorum	kıy+Verb^DB+Verb+Able+Neg+Prog1+A1sg
satmıyorum	sat+Verb+Neg+Prog1+A1sg
konuyoruz	kon+Verb+Pos+Prog1+A1pl
eleştirmiyorum	eleştir+Verb+Neg+Prog1+A1sg
rastlayamıyorlar	rastla+Verb^DB+Verb+Able+Neg+Prog1+A3pl
anlatamıyorum	anla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1sg
yayınlıyorlar	yayınla+Verb+Pos+Prog1+A3pl
soğuyorum	soğu+Verb+Pos+Prog1+A1sg
sıralıyor	sırala+Verb+Pos+Prog1+A3sg
sığmıyorum	sığ+Verb+Neg+Prog1+A1sg
gerçekleştiriyorum	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos+Prog1+A1sg
ilerliyorum	ilerle+Verb+Pos+Prog1+A1sg
olabiliyorum	ol+Verb+Pos^DB+Verb+Able+Prog1+A1sg
gidebiliyorum	git+Verb+Pos^DB+Verb+Able+Prog1+A1sg
kovuyorlar	kov+Verb+Pos+Prog1+A3pl
dayanamıyorum	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A1sg
inanıyorlar	inan+Verb+Pos+Prog1+A3pl
tiksiniyorum	tiksin+Verb+Pos+Prog1+A1sg
çıkamıyorum	çık+Verb^DB+Verb+Able+Neg+Prog1+A1sg
seçiyorsunuz	seç+Verb+Pos+Prog1+A2pl
giriyorum	gir+Verb+Pos+Prog1+A1sg
açabiliyor	aç+Verb+Pos^DB+Verb+Able+Prog1+A3sg
açamıyorum	aç+Verb^DB+Verb+Able+Neg+Prog1+A1sg
takıyor	tak+Verb+Pos+Prog1+A3sg
takamıyorum	tak+Verb^DB+Verb+Able+Neg+Prog1+A1sg
kırıtıyorum	kırıt+Verb+Pos+Prog1+A1sg
yürüyemiyorum	yürü+Verb^DB+Verb+Able+Neg+Prog1+A1sg
gösteriyorsunuz	göster+Verb+Pos+Prog1+A2pl
ayrılmıyorum	ayır+Verb^DB+Verb+Pass+Neg+Prog1+A1sg
kızıyorsunuz	kız+Verb+Pos+Prog1+A2pl
fısıldaşıyorlar	fısılda+Verb^DB+Verb+Recip+Pos+Prog1+A3pl
gezemiyorum	gez+Verb^DB+Verb+Able+Neg+Prog1+A1sg
içerliyorum	içerle+Verb+Pos+Prog1+A1sg
geçiniyorum	geçin+Verb+Pos+Prog1+A1sg
bıkıyor	bık+Verb+Pos+Prog1+A3sg
oluveriyor	ol+Verb+Pos^DB+Verb+Hastily+Prog1+A3sg
yaratabiliyor	yara+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Prog1+A3sg
arıyoruz	ara+Verb+Pos+Prog1+A1pl
yansıyor	yansı+Verb+Pos+Prog1+A3sg
arzuluyorum	arzula+Verb+Pos+Prog1+A1sg
özlüyorum	özle+Verb+Pos+Prog1+A1sg
rastlaşıyoruz	rastla+Verb^DB+Verb+Recip+Pos+Prog1+A1pl
alışıyor	alış+Verb+Pos+Prog1+A3sg
dolaşmıyorum	dolaş+Verb+Neg+Prog1+A1sg
özlüyorlar	özle+Verb+Pos+Prog1+A3pl
soruyorlar	sor+Verb+Pos+Prog1+A3pl
inandıramıyorsun	inan+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A2sg
kısıtlamıyor	kısıtla+Verb+Neg+Prog1+A3sg
yaşamıyorum	yaşa+Verb+Neg+Prog1+A1sg
kazanmıyor	kazan+Verb+Neg+Prog1+A3sg
esiyor	es+Verb+Pos+Prog1+A3sg
kaydoluyor	kaydol+Verb+Pos+Prog1+A3sg
bırakıyorsunuz	bırak+Verb+Pos+Prog1+A2pl
getiriyorsunuz	getir+Verb+Pos+Prog1+A2pl
bocalıyorum	bocala+Verb+Pos+Prog1+A1sg
haykırıyor	haykır+Verb+Pos+Prog1+A3sg
ağlatmıyorlar	ağla+Verb^DB+Verb+Caus+Neg+Prog1+A3pl
sarılıyoruz	sar+Verb^DB+Verb+Pass+Pos+Prog1+A1pl
azarlıyor	azarla+Verb+Pos+Prog1+A3sg
engelliyorsunuz	engelle+Verb+Pos+Prog1+A2pl
kopartıyorum	kop+Verb^DB+Verb+Caus^DB+Verb+Caus+Pos+Prog1+A1sg
uyguluyorsunuz	uygula+Verb+Pos+Prog1+A2pl
uyguluyoruz	uygula+Verb+Pos+Prog1+A1pl
okşuyorum	okşa+Verb+Pos+Prog1+A1sg
sakinleşiyor	sakin+Adj^DB+Verb+Become+Pos+Prog1+A3sg
diyorlarsa	de+Verb+Pos+Prog1+A3pl+Cond
ayrılmıyor	ayır+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
sömürüyor	sömür+Verb+Pos+Prog1+A3sg
başlatılıyor	başla+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
girilebiliyor	gir+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
tırmanıyorlar	tırman+Verb+Pos+Prog1+A3pl
karşılanıyor	karşıla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
beklenmiyor	bekle+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
koşamıyor	koş+Verb^DB+Verb+Able+Neg+Prog1+A3sg
üretemiyor	üre+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3sg
deniyoruz	de+Verb^DB+Verb+Pass+Pos+Prog1+A1pl
zorluyorlar	zorla+Verb+Pos+Prog1+A3pl
seyrediyoruz	seyret+Verb+Pos+Prog1+A1pl
belirleniyorsa	belirle+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
zannetmiyorum	zannet+Verb+Neg+Prog1+A1sg
bulamıyorsanız	bula+Verb+Neg+Prog1+Cond+A2pl
alıyorsanız	al+Verb+Pos+Prog1+Cond+A2pl
kızıyorum	kız+Verb+Pos+Prog1+A1sg
düzenleyebiliyor	düzenle+Verb+Pos^DB+Verb+Able+Prog1+A3sg
gidiyorsanız	git+Verb+Pos+Prog1+Cond+A2pl
saymıyorum	say+Verb+Neg+Prog1+A1sg
güdemiyorlar	güt+Verb^DB+Verb+Able+Neg+Prog1+A3pl
büyütülüyor	büyü+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
küçültülüyor	küçül+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
düşürülüyor	düş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
korkuyoruz	kork+Verb+Pos+Prog1+A1pl
oluyoruz	ol+Verb+Pos+Prog1+A1pl
sunuyorum	sun+Verb+Pos+Prog1+A1sg
ettiriyorlar	et+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
koyuluyorlar	koy+Verb^DB+Verb+Pass+Pos+Prog1+A3pl
kuşkulanıyorlar	kuşku+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3pl
karşılaşıyor	karşılaş+Verb+Pos+Prog1+A3sg
davranamıyor	davran+Verb^DB+Verb+Able+Neg+Prog1+A3sg
uzaklaşıyor	uzak+Adj^DB+Verb+Become+Pos+Prog1+A3sg
karşılaşıyorlar	karşılaş+Verb+Pos+Prog1+A3pl
zayıflıyor	zayıfla+Verb+Pos+Prog1+A3sg
yatamıyor	yat+Verb^DB+Verb+Able+Neg+Prog1+A3sg
uyuyamıyor	uyu+Verb^DB+Verb+Able+Neg+Prog1+A3sg
parçalıyorlar	parçala+Verb+Pos+Prog1+A3pl
ölçümleniyor	ölçümle+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
geliştiriliyor	geliş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
başlıyoruz	başla+Verb+Pos+Prog1+A1pl
çözülemiyor	çöz+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
başlatıyoruz	başla+Verb^DB+Verb+Caus+Pos+Prog1+A1pl
patlamıyor	patla+Verb+Neg+Prog1+A3sg
çıkamıyor	çık+Verb^DB+Verb+Able+Neg+Prog1+A3sg
sağlayamıyorsa	sağla+Verb^DB+Verb+Able+Neg+Prog1+Cond+A3sg
katılmıyoruz	kat+Verb^DB+Verb+Pass+Neg+Prog1+A1pl
çalıştırılıyor	çalış+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
girmiyoruz	gir+Verb+Neg+Prog1+A1pl
karşılıyoruz	karşıla+Verb+Pos+Prog1+A1pl
sanmıyoruz	san+Verb+Neg+Prog1+A1pl
verebiliyorsunuz	ver+Verb+Pos^DB+Verb+Able+Prog1+A2pl
gönderebiliyor	gönder+Verb+Pos^DB+Verb+Able+Prog1+A3sg
zorlaştırıyor	zor+Adj^DB+Verb+Become^DB+Verb+Caus+Pos+Prog1+A3sg
gönderebiliyorsunuz	gönder+Verb+Pos^DB+Verb+Able+Prog1+A2pl
ağırlaşıyor	ağır+Adj^DB+Verb+Become+Pos+Prog1+A3sg
uygulamıyoruz	uygula+Verb+Neg+Prog1+A1pl
yararlanıyor	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
kaldırılıyor	kaldır+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
soruluyor	sor+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
amaçlanıyor	amaçla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
bildiriliyor	bil+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Prog1+A3sg
öngörüyor	öngör+Verb+Pos+Prog1+A3sg
kazanılıyorsa	kazan+Verb^DB+Verb+Pass+Pos+Prog1+Cond+A3sg
bulunuyoruz	bulun+Verb+Pos+Prog1+A1pl
koşuyoruz	koş+Verb+Pos+Prog1+A1pl
kalıyoruz	kal+Verb+Pos+Prog1+A1pl
övüyor	öv+Verb+Pos+Prog1+A3sg
demiyoruz	de+Verb+Neg+Prog1+A1pl
sokuyoruz	sok+Verb+Pos+Prog1+A1pl
ödenmiyor	öde+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
kandırıyorlar	kan+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
değiştiriyorsunuz	değiş+Verb^DB+Verb+Caus+Pos+Prog1+A2pl
kanıtlıyor	kanıtla+Verb+Pos+Prog1+A3sg
beklemiyor	bekle+Verb+Neg+Prog1+A3sg
etkileniyoruz	etkile+Verb^DB+Verb+Pass+Pos+Prog1+A1pl
açıklamıyor	açıkla+Verb+Neg+Prog1+A3sg
söyleyebiliyoruz	söyle+Verb+Pos^DB+Verb+Able+Prog1+A1pl
yanmıyor	yan+Verb+Neg+Prog1+A3sg
girebiliyor	gir+Verb+Pos^DB+Verb+Able+Prog1+A3sg
vurgulanıyor	vurgula+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
alınabiliyor	al+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
bayılıyorlar	bayıl+Verb+Pos+Prog1+A3pl
inanmıyorlarsa	inan+Verb+Neg+Prog1+A3pl+Cond
yaptırıyorlar	yap+Verb^DB+Verb+Caus+Pos+Prog1+A3pl
unutamıyorum	unut+Verb^DB+Verb+Able+Neg+Prog1+A1sg
dönüştürüyor	dönüş+Verb^DB+Verb+Caus+Pos+Prog1+A3sg
bulunabiliyor	bul+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
korkmuyor	kork+Verb+Neg+Prog1+A3sg
yaklaşıyorum	yaklaş+Verb+Pos+Prog1+A1sg
temizlenebiliyor	temizle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Prog1+A3sg
tuzlanıyor	tuzla+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
izleyebiliyorsunuz	izle+Verb+Pos^DB+Verb+Able+Prog1+A2pl
kısılıyor	kıs+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
çalınıyor	çal+Verb^DB+Verb+Pass+Pos+Prog1+A3sg
ağırlayabiliyor	ağırla+Verb+Pos^DB+Verb+Able+Prog1+A3sg
hareketleniyor	hareket+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Prog1+A3sg
taşıyorlar	taş+Verb+Pos+Prog1+A3pl
edebiliyorlar	et+Verb+Pos^DB+Verb+Able+Prog1+A3pl
güçlendiriyor	güç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Prog1+A3sg
