hesabına	hesap+Noun+A3sg+P3sg+Dat
yaratma	yarat+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
ilhamı	ilham+Noun+A3sg+P3sg+Nom
tamamlamamıza	tamamla+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Dat
içmeni	içme+Noun+A3sg+P2sg+Acc
işlemeye	işle+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
çakmağın	çakmak+Noun+A3sg+Pnon+Gen
ateşiyle	ateş+Noun+A3sg+P3sg+Ins
çıktığında	çık+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
idealiniz	ideal+Noun+A3sg+P2pl+Nom
heyecanlara	heyecan+Noun+A3pl+Pnon+Dat
ayakta	ayak+Noun+A3sg+Pnon+Loc
merdivenlerden	merdiven+Noun+A3pl+Pnon+Abl
ışıklarını	ışık+Noun+A3pl+P3pl+Acc
eskisi	eski+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
edayla	eda+Noun+A3sg+Pnon+Ins
lobilerine	lobi+Noun+A3pl+P3sg+Dat
dehayı	deha+Noun+A3sg+Pnon+Acc
alevden	alev+Noun+A3sg+Pnon+Abl
çiçeğine	çiçek+Noun+A3sg+P3sg+Dat
gençler	genç+Noun+A3pl+Pnon+Nom
kenarlara	kenar+Noun+A3pl+Pnon+Dat
yedikleri	ye+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Nom
mantarlarının	mantar+Noun+A3pl+P3sg+Gen
ağlar	ağ+Noun+A3pl+Pnon+Nom
seyircileri	seyirci+Noun+A3pl+P3sg+Nom
kandan	kan+Noun+A3sg+Pnon+Abl
dürbünüyle	dürbün+Noun+A3sg+P3sg+Ins
salondakileri	salon+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3pl+Pnon+Acc
kazandırmak	kazan+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
güzellik	güzel+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
uğruna	uğur+Noun+A3sg+P3sg+Dat
dökebilmeyi	dök+Verb+Pos^DB+Verb+Able^DB+Noun+Inf2+A3sg+Pnon+Acc
perdeler	perde+Noun+A3pl+Pnon+Nom
tufanıyla	tufan+Noun+A3sg+P3sg+Ins
mahlûklardan	mahluk+Noun+A3pl+Pnon+Abl
ceylanı	ceylan+Noun+A3sg+P3sg+Nom
yanaklarına	yanak+Noun+A3pl+P3sg+Dat
aynada	ayna+Noun+A3sg+Pnon+Loc
kızıllığı	kızıl+Adj^DB+Noun+Ness+A3sg+P3sg+Nom
attığında	at+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
alkışlamaya	alkışla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
aktörlerle	aktör+Noun+A3pl+Pnon+Ins
bedeni	beden+Noun+A3sg+P3sg+Nom
suyun	su+Noun+A3sg+Pnon+Gen
kıvrımları	kıvrım+Noun+A3pl+P3sg+Nom
zambağın	zambak+Noun+A3sg+Pnon+Gen
fildişinden	fildişi+Noun+A3sg+P3sg+Abl
sabitlediğinde	sabitle+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
alameti	alamet+Noun+A3sg+P3sg+Nom
ibadeti	ibadet+Noun+A3sg+Pnon+Acc
azizlerin	aziz+Noun+A3pl+Pnon+Gen
değdiğinden	değ+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Abl
avuçtan	avuç+Noun+A3sg+Pnon+Abl
ayarlamakta	ayarla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc
oyunculuğu	oyuncu+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P3sg+Nom
acemi	acem+Noun+A3sg+P3sg+Nom
bölümde	bölüm+Noun+A3sg+Pnon+Loc
pasajı	pasaj+Noun+A3sg+P3sg+Nom
hassasiyetle	hassasiyet+Noun+A3sg+Pnon+Ins
metni	metin+Noun+A3sg+Pnon+Acc
ezberden	ezber+Noun+A3sg+Pnon+Abl
okuduğunu	oku+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
dizeleri	dize+Noun+A3pl+P3pl+Nom
anlaşmamızdan	anlaş+Verb+Pos^DB+Noun+Inf2+A3sg+P1pl+Abl
şimşeğe	şimşek+Noun+A3sg+Pnon+Dat
tomurcuğu	tomurcuk+Noun+A3sg+P3sg+Nom
nefesiyle	nefes+Noun+A3sg+P3sg+Ins
izleyicilerin	izle+Verb+Pos^DB+Noun+Agt+A3pl+Pnon+Gen
ilgileri	ilgi+Noun+A3pl+P3sg+Nom
küfretmeye	küfret+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
paltosunu	palto+Noun+A3sg+P3sg+Acc
sahteliğin	sahte+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
formları	form+Noun+A3pl+P3sg+Nom
tasarısı	tasarı+Noun+A3sg+P3sg+Nom
misafirinin	misafir+Noun+A3sg+P3sg+Gen
bunaklığından	bunak+Adj^DB+Noun+Ness+A3sg+P3sg+Abl
zavallılığından	zavallı+Adj^DB+Noun+Ness+A3sg+P3sg+Abl
küstahlık	küstah+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
başarısızlıkla	başarı+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Ins
badirelerden	badire+Noun+A3pl+Pnon+Abl
tarafı	taraf+Noun+A3sg+Pnon+Acc
düşüncesi	düşünce+Noun+A3sg+P3sg+Nom
kutsallığına	kut+Noun+A3sg+Pnon+Nom^DB+Adj+Related^DB+Noun+Ness+A3sg+P3sg+Dat
ürpertiler	ürperti+Noun+A3pl+Pnon+Nom
fıçıda	fıçı+Noun+A3sg+Pnon+Loc
ayrıntılara	ayrıntı+Noun+A3pl+Pnon+Dat
seviyesinde	seviye+Noun+A3sg+P3sg+Loc
savaşa	savaş+Noun+A3sg+Pnon+Dat
engellerle	engel+Noun+A3pl+Pnon+Ins
gecikmeleri	gecik+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom
sabırsızlık	sabır+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Nom
belanın	bela+Noun+A3sg+Pnon+Gen
büyüğünü	büyük+Adj^DB+Noun+Zero+A3sg+P3sg+Acc
hemşerilerinden	hemşeri+Noun+A3pl+P3sg+Abl
hanımefendiler	hanımefendi+Noun+A3pl+Pnon+Nom
muhitinden	muhit+Noun+A3sg+P3sg+Abl
şehirde	şehir+Noun+A3sg+Pnon+Loc
herkesin	herkes+Noun+A3sg+Pnon+Gen
niyetinden	niyet+Noun+A3sg+P3sg+Abl
olayın	olay+Noun+A3sg+Pnon+Gen
pazarda	pazar+Noun+A3sg+Pnon+Loc
satıcıların	satıcı+Noun+A3pl+Pnon+Gen
tezgahtarlarının	tezgahtar+Noun+A3pl+P3sg+Gen
çalkalandığını	çalkala+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
geleceği	gelecek+Noun+A3sg+P3sg+Nom
önseziler	önsezi+Noun+A3pl+Pnon+Nom
söylentiler	söylenti+Noun+A3pl+Pnon+Nom
dolaşmaya	dolaş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
ortalığı	ortalık+Noun+A3sg+Pnon+Acc
pasaportu	pasaport+Noun+A3sg+P3sg+Nom
emellerinin	emel+Noun+A3pl+P3sg+Gen
köşelerine	köşe+Noun+A3pl+P3sg+Dat
münasebetsizliğe	münasebet+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Dat
havadisin	havadis+Noun+A3sg+Pnon+Gen
asılsızlığına	asıl+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+P3sg+Dat
başlangıcının	başlangıç+Noun+A3sg+P3sg+Gen
duyarlılığı	duyarlı+Adj^DB+Noun+Ness+A3sg+Pnon+Acc
inceliği	incelik+Noun+A3sg+P3sg+Nom
taşralıların	taşralı+Noun+A3pl+Pnon+Gen
incelemelerine	incele+Verb+Pos^DB+Noun+Inf2+A3sg+P3pl+Dat
saklaması	sakla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
doğuştan	doğ+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Abl
bilgini	bilgin+Noun+A3sg+P3sg+Nom
taşrada	taşra+Noun+A3sg+Pnon+Loc
sayıda	sayı+Noun+A3sg+Pnon+Loc
eşeğe	eşek+Noun+A3sg+Pnon+Dat
süratiyle	sürat+Noun+A3sg+P3sg+Ins
acayipliği	acayip+Adj^DB+Noun+Ness+A3sg+P3sg+Nom
göklerde	gök+Noun+A3pl+Pnon+Loc
rezaletler	rezalet+Noun+A3pl+Pnon+Nom
dükle	dük+Noun+A3sg+Pnon+Ins
generalle	general+Noun+A3sg+Pnon+Ins
ilin	il+Noun+A3sg+Pnon+Gen
kafadan	kafa+Noun+A3sg+Pnon+Abl
ihtiyarın	ihtiyar+Noun+A3sg+Pnon+Gen
tuzağa	tuzak+Noun+A3sg+Pnon+Dat
yırtıcı	yırt+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
kurtarmak	kurtar+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
çağırmaları	çağır+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom
koymayacaklarını	koy+Verb+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
geçirmek	geç+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
adamı	ada+Noun+A3sg+P1sg+Acc
bayanların	bayan+Noun+A3pl+Pnon+Gen
reddedilmesi	reddet+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
damlamayacaklarına	damla+Verb+Neg^DB+Noun+FutPart+A3sg+P3pl+Dat
bacadan	baca+Noun+A3sg+Pnon+Abl
kaybetmenin	kaybet+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
dahice	dahi+Noun+A3sg+Pnon+Equ
bahsetmeyi	bahset+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
kadarını	kadar+Postp+PCDat^DB+Noun+Zero+A3sg+P3sg+Acc
hikayemizin	hikaye+Noun+A3sg+P1pl+Gen
sokaklarından	sokak+Noun+A3pl+P3sg+Abl
sokmak	sok+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
dövüşmeye	döv+Verb^DB+Verb+Recip+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
gerçekleştireceğini	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
rastlayacağını	rastla+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
dibine	dip+Noun+A3sg+P3sg+Dat
zerrece	zerre+Noun+A3sg+Pnon+Equ
dönmeyeceğine	dön+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
entrikalarına	entrika+Noun+A3pl+P3sg+Dat
bozguna	bozgun+Noun+A3sg+Pnon+Dat
arzusunu	arzu+Noun+A3sg+P3sg+Acc
sayılacağını	say+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
mecburum	mecbur+Adj^DB+Noun+Zero+A3sg+P1sg+Nom
rakibesinin	rakibe+Noun+A3sg+P3sg+Gen
itirazlarına	itiraz+Noun+A3pl+P3sg+Dat
asmadan	as+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
kuralına	kural+Noun+A3sg+P3sg+Dat
durmadan	dur+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
gevezelik	geveze+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
espriler	espri+Noun+A3pl+Pnon+Nom
gırla	gır+Noun+A3sg+Pnon+Ins
nezaketiyle	nezaket+Noun+A3sg+P3sg+Ins
neşelendirmeye	neşe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
inatlarına	inat+Noun+A3pl+P3sg+Dat
suratla	surat+Noun+A3sg+Pnon+Ins
işaretler	işaret+Noun+A3pl+Pnon+Nom
töreninden	tören+Noun+A3sg+P3sg+Abl
korkutmaya	kork+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
tutması	tut+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
samimiyetle	samimiyet+Noun+A3sg+Pnon+Ins
kibrimden	kibir+Noun+A3sg+P1sg+Abl
çaya	çay+Noun+A3sg+Pnon+Dat
öğleden	öğle+Noun+A3sg+Pnon+Abl
uykusundan	uyku+Noun+A3sg+P3sg+Abl
idarenin	idare+Noun+A3sg+Pnon+Gen
intihardan	intihar+Noun+A3sg+Pnon+Abl
vasiyetinde	vasiyet+Noun+A3sg+P3sg+Loc
sabahtan	sabah+Noun+A3sg+Pnon+Abl
şaşkınlıkla	şaşkın+Adj^DB+Noun+Ness+A3sg+Pnon+Ins
ahbaplığım	ahbap+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P1sg+Nom
mujiğin	mujik+Noun+A3sg+Pnon+Gen
meyhanecilerle	meyhane+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3pl+Pnon+Ins
bodrumlarda	bodrum+Noun+A3pl+Pnon+Loc
oturanlarla	otur+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Ins
kanaatimi	kanaat+Noun+A3sg+P1sg+Acc
ayıplayacağını	ayıpla+Verb+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
orada	ora+Noun+A3sg+Pnon+Loc
hoşçakalın	hoşçakal+Noun+A3sg+Pnon+Gen
mazeretimi	mazeret+Noun+A3sg+P1sg+Acc
hoşuma	hoş+Adj^DB+Noun+Zero+A3sg+P1sg+Dat
antreye	antre+Noun+A3sg+Pnon+Dat
kürkünü	kürk+Noun+A3sg+P3sg+Acc
deminden	demin+Noun+A3sg+Pnon+Abl
nişanlınıza	nişan+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+P2pl+Dat
uçlarına	uç+Noun+A3pl+P3sg+Dat
peşinden	peş+Noun+A3sg+P3sg+Abl
bölmeye	böl+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
komedisi	komedi+Noun+A3sg+P3sg+Nom
tongaya	tonga+Noun+A3sg+Pnon+Dat
numaralar	numara+Noun+A3pl+Pnon+Nom
midem	mide+Noun+A3sg+P1sg+Nom
batırdıklarını	bat+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3pl+P3pl+Acc
anlamıyla	anlam+Noun+A3sg+P3sg+Ins
deliğe	delik+Noun+A3sg+Pnon+Dat
cebe	cep+Noun+A3sg+Pnon+Dat
yarığa	yarık+Noun+A3sg+Pnon+Dat
şakakları	şakak+Noun+A3pl+P3sg+Nom
başlamak	başla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
hazırladığı	hazırla+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
alanını	alan+Noun+A3sg+P3sg+Acc
toplantıları	toplantı+Noun+A3pl+Pnon+Acc
çenesine	çene+Noun+A3sg+P3sg+Dat
uyumak	uyu+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kaçırmamak	kaç+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
yüreği	yürek+Noun+A3sg+P3sg+Nom
len	le+Noun+A3sg+P2sg+Nom
lun	lu+Noun+A3sg+P2sg+Nom
övülmesine	öv+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Dat
gösteriş	göster+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
arısı	arı+Noun+A3sg+P3sg+Nom
yuvası	yuva+Noun+A3sg+P3sg+Nom
kemiklerinizi	kemik+Noun+A3pl+P2pl+Acc
vakasını	vaka+Noun+A3sg+P3sg+Acc
dedikoducu	dedikodu+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3sg+Pnon+Nom
şekerliğimin	şeker+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P1sg+Gen
asaleti	asalet+Noun+A3sg+P3sg+Nom
açgözlülük	açgözlü+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
kepazeliği	kepaze+Adj^DB+Noun+Ness+A3sg+P3sg+Nom
belle	bel+Noun+A3sg+Pnon+Ins
zevkinizden	zevk+Noun+A3sg+P2pl+Abl
kızcağızın	kızcağız+Noun+A3sg+Pnon+Gen
dördünde	dördün+Noun+A3sg+Pnon+Loc
gözlüğüyle	gözlük+Noun+A3sg+P3sg+Ins
quelle	uel+Noun+A3sg+Pnon+Ins
yürüyüşüyle	yürü+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Ins
piyanoya	piyano+Noun+A3sg+Pnon+Dat
manasıyla	mana+Noun+A3sg+P3sg+Ins
bakımından	bakım+Noun+A3sg+P3sg+Abl
aşçısıyla	aşçı+Noun+A3sg+P3sg+Ins
unvanı	unvan+Noun+A3sg+P3sg+Nom
bıyıkları	bıyık+Noun+A3pl+P3pl+Nom
burnu	burun+Noun+A3sg+P3sg+Nom
enfiyeden	enfiye+Noun+A3sg+Pnon+Abl
şövalyelere	şövalye+Noun+A3pl+Pnon+Dat
şarkın	şark+Noun+A3sg+Pnon+Gen
turnuvalar	turnuva+Noun+A3pl+Pnon+Nom
yakına	yakın+Noun+A3sg+Pnon+Dat
moda	mod+Noun+A3sg+Pnon+Dat
notayı	nota+Noun+A3sg+Pnon+Acc
heykeltıraşın	heykeltıraş+Noun+A3sg+Pnon+Gen
müzikle	müzik+Noun+A3sg+Pnon+Ins
çökmeye	çök+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yaşama	yaşam+Noun+A3sg+Pnon+Dat
ıssızlığa	ıssız+Adj^DB+Noun+Ness+A3sg+Pnon+Dat
topluma	toplum+Noun+A3sg+Pnon+Dat
kocamı	koca+Noun+A3sg+P1sg+Acc
koruyucu	koru+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
meleğim	melek+Noun+A3sg+P1sg+Nom
götüreceğiniz	götür+Verb+Pos^DB+Noun+FutPart+A3sg+P2pl+Nom
öpmeye	öp+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
asilzadeliğin	asilzade+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Gen
kralı	kral+Noun+A3sg+P3sg+Nom
sarayın	saray+Noun+A3sg+Pnon+Gen
dilberlerinden	dilber+Noun+A3pl+P3sg+Abl
görünün	görü+Noun+A3sg+Pnon+Gen
şaşırtıcı	şaşır+Verb^DB+Verb+Caus+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
asiller	asil+Adj^DB+Noun+Zero+A3pl+Pnon+Nom
zümresinin	zümre+Noun+A3sg+P3sg+Gen
temsilcisi	temsilci+Noun+A3sg+P3sg+Nom
gururla	gurur+Noun+A3sg+Pnon+Ins
yazılarla	yazı+Noun+A3pl+Pnon+Ins
rim	ri+Noun+A3sg+P1sg+Nom
isteğini	istek+Noun+A3sg+P3sg+Acc
chatelaine	chatelain+Noun+A3sg+Pnon+Dat
vikontesle	vikontes+Noun+A3sg+Pnon+Ins
düetler	düet+Noun+A3pl+Pnon+Nom
umduğundan	um+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Abl
aşığım	aşık+Noun+A3sg+P1sg+Nom
fedaya	feda+Noun+A3sg+Pnon+Dat
tiksintiyle	tiksinti+Noun+A3sg+Pnon+Ins
kibarlığınızla	kibar+Adj^DB+Noun+Ness+A3sg+P2pl+Ins
gülümsemeye	gülümse+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
acılarım	acı+Noun+A3pl+P1sg+Nom
ayıplar	ayıp+Noun+A3pl+Pnon+Nom
iftiracının	iftira+Noun+A3sg+Pnon+Nom^DB+Noun+Agt+A3sg+Pnon+Gen
kılıcınız	kıl+Verb+Pos^DB+Noun+Agt+A3sg+P2pl+Nom
düğünümüz	düğün+Noun+A3sg+P1pl+Nom
göndermek	gönder+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
gömülmeye	göm+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
dum	du+Noun+A3sg+P1sg+Nom
canavarlar	canavar+Noun+A3pl+Pnon+Nom
saçmalıktan	saçma+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Abl
koltuğa	koltuk+Noun+A3sg+Pnon+Dat
ğen	ğe+Noun+A3sg+P2sg+Nom
zım	zı+Noun+A3sg+P1sg+Nom
şefkatiyle	şefkat+Noun+A3sg+P3sg+Ins
yatışmanız	yatış+Verb+Pos^DB+Noun+Inf2+A3sg+P2pl+Nom
chere	cher+Noun+A3sg+Pnon+Dat
nu	nü+Noun+A3sg+Pnon+Nom
yarın	yar+Noun+A3sg+P2sg+Nom
yollamak	yolla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kaydı	kayıt+Noun+A3sg+P3sg+Nom
eşikte	eşik+Noun+A3sg+Pnon+Loc
dişleri	diş+Noun+A3pl+Pnon+Acc
kıpırdamadan	kıpırda+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
adiliği	adi+Adj^DB+Noun+Ness+A3sg+P3sg+Nom
yedeğe	yedek+Noun+A3sg+Pnon+Dat
titremeyle	titre+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Ins
hoşnutsuzluğu	hoşnutsuz+Adj^DB+Noun+Ness+A3sg+Pnon+Acc
açığa	açık+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
darılmadığımı	darıl+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
ortamı	ortam+Noun+A3sg+P3sg+Nom
paylaşmak	paylaş+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
zekadan	zeka+Noun+A3sg+Pnon+Abl
ahım	ah+Noun+A3sg+P1sg+Nom
ahmağın	ahmak+Adj^DB+Noun+Zero+A3sg+Pnon+Gen
bahtınızın	baht+Noun+A3sg+P2pl+Gen
dilemekten	dile+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
sırtını	sırt+Noun+A3sg+P3sg+Acc
kaybolduğunu	kaybol+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
bağırmaya	bağır+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
selameti	selamet+Noun+A3sg+P3sg+Nom
zihninde	zihin+Noun+A3sg+P3sg+Loc
halttan	halt+Noun+A3sg+Pnon+Abl
dolaba	dolap+Noun+A3sg+Pnon+Dat
aptalın	aptal+Adj^DB+Noun+Zero+A3sg+Pnon+Gen
kurduğunuzu	kur+Verb+Pos^DB+Noun+PastPart+A3sg+P2pl+Acc
gözcülük	gözcü+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Nom
küçültmeden	küçül+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
delillerini	delil+Noun+A3pl+P3sg+Acc
işitmek	işit+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kötülemek	kötüle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
güçlükle	güçlük+Noun+A3sg+Pnon+Ins
vazgeçirdiğimin	vazgeç+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P1sg+Gen
çarelere	çare+Noun+A3pl+Pnon+Dat
otoritemi	otorite+Noun+A3sg+P1sg+Acc
kullanmak	kullan+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kuyumu	kuyu+Noun+A3sg+P1sg+Acc
çoktan	çok+Adj^DB+Noun+Zero+A3sg+Pnon+Abl
kuşu	kuş+Noun+A3sg+P3sg+Nom
servetin	servet+Noun+A3sg+Pnon+Gen
izdivacı	izdivaç+Noun+A3sg+P3sg+Nom
azabı	azap+Noun+A3sg+P3sg+Nom
affettireceğini	affet+Verb^DB+Verb+Caus+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
onda	on+Num+Card^DB+Noun+Zero+A3sg+Pnon+Loc
mezara	mezar+Noun+A3sg+Pnon+Dat
fedakarlığın	fedakar+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
kutsallığını	kutsal+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
sihrine	sihir+Noun+A3sg+P3sg+Dat
dayanağı	dayanak+Noun+A3sg+P3sg+Nom
yoldaşı	yoldaş+Noun+A3sg+P3sg+Nom
adına	ad+Noun+A3sg+P3sg+Dat
gurubu	gurup+Noun+A3sg+P3sg+Nom
rahibe	rahip+Noun+A3sg+Pnon+Dat
çıkarına	çıkar+Noun+A3sg+P3sg+Dat
hesaplılıkla	hesaplı+Adj^DB+Noun+Ness+A3sg+Pnon+Ins
vicdanınıza	vicdan+Noun+A3sg+P2pl+Dat
kokusu	koku+Noun+A3sg+P3sg+Nom
tekrarlamak	tekrarla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
gözettiğimi	göze+Verb^DB+Verb+Caus+Pos^DB+Noun+PastPart+A3sg+P1sg+Acc
defteri	defter+Noun+A3sg+P3sg+Nom
yaşlar	yaş+Noun+A3pl+Pnon+Nom
payı	pay+Noun+A3sg+P3sg+Nom
havaya	hava+Noun+A3sg+Pnon+Dat
sanmanın	san+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
dışına	dış+Noun+A3sg+P3sg+Dat
ürkekliğin	ürkek+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
manzarayı	manzara+Noun+A3sg+Pnon+Acc
sonuçlarıyla	sonuç+Noun+A3pl+P3sg+Ins
burjuvazide	burjuvazi+Noun+A3sg+Pnon+Loc
baloda	balo+Noun+A3sg+Pnon+Loc
eğlencenin	eğlence+Noun+A3sg+Pnon+Gen
sütuna	sütun+Noun+A3sg+Pnon+Dat
nağmeleri	nağme+Noun+A3pl+P3sg+Nom
kuvvetle	kuvvet+Noun+A3sg+Pnon+Ins
sıhhati	sıhhat+Noun+A3sg+P3sg+Nom
mersinlerin	mersin+Noun+A3pl+Pnon+Gen
limonların	limon+Noun+A3pl+Pnon+Gen
öpücüklerinin	öpücük+Noun+A3pl+P3sg+Gen
diyarı	diyar+Noun+A3sg+P3sg+Nom
mevkinizi	mevki+Noun+A3sg+P2pl+Acc
kötülük	kötü+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
öğütlememe	öğütle+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
birinde	bir+Adj^DB+Noun+Zero+A3sg+P3sg+Loc
kaderinden	kader+Noun+A3sg+P3sg+Abl
akrabalığınız	akraba+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+P2pl+Nom
şahısların	şahıs+Noun+A3pl+Pnon+Gen
sayesinde	saye+Noun+A3sg+P3sg+Loc
rütbeler	rütbe+Noun+A3pl+Pnon+Nom
yoğunuz	yok+Adj^DB+Noun+Zero+A3sg+P2pl+Nom
köyden	köy+Noun+A3sg+Pnon+Abl
düzene	düzen+Noun+A3sg+Pnon+Dat
önemlisi	önem+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Zero+A3sg+P3sg+Nom
hesaplayamamak	hesapla+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
ağlamaya	ağla+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
