geri	geri+Adverb
kaldırılarak	kaldır+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
satılıp	sat+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
alacakken	alacak+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
göremeden	gör+Verb+Pos^DB+Adverb+WithoutBeingAbleToHaveDoneSo
bilinçlendirirken	bilinç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
gerçekleştirerek	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
duyurarak	duy+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
tanıtarak	tanı+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
tanımaksızın	tanı+Verb+Pos^DB+Adverb+WithoutHavingDoneSo
basılarak	bas+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
ilkokuldayken	ilkokul+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
özenerek	özen+Verb+Pos^DB+Adverb+ByDoingSo
sinirliyken	sinir+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero^DB+Adverb+While
zannedip	zannet+Verb+Pos^DB+Adverb+AfterDoingSo
güldürürken	gül+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
vatandaşken	vatandaş+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
geçemeden	geç+Verb+Pos^DB+Adverb+WithoutBeingAbleToHaveDoneSo
attırarak	at+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
güldürüp	gül+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
yaşanırken	yaşa+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
sergilenince	sergile+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
açtırıp	aç+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
tüketilirken	tüket+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
harcanırken	harca+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
üretilirken	üre+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
toparlanırken	toparla+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
getirince	getir+Verb+Pos^DB+Adverb+When
yumuşayınca	yumuşa+Verb+Pos^DB+Adverb+When
açıldıkça	aç+Verb^DB+Verb+Pass+Pos^DB+Adverb+AsLongAs
serpilip	serp+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
koydurup	koy+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
numaralandırılıp	numara+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
yıldızlanarak	yıldızla+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
konularak	kon+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
yararlanılarak	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
karıştırılıp	karış+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
kaydedilerek	kaydet+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
pompalanıp	pompala+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
hazırlanarak	hazırla+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
zorlayıp	zorla+Verb+Pos^DB+Adverb+AfterDoingSo
uygulayıp	uygula+Verb+Pos^DB+Adverb+AfterDoingSo
konarak	kon+Verb+Pos^DB+Adverb+ByDoingSo
maruzken	maruz+Adj^DB+Verb+Zero^DB+Adverb+While
haşlayıp	haşla+Verb+Pos^DB+Adverb+AfterDoingSo
üreterek	üre+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
yansıtırken	yansı+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
çevirince	çevir+Verb+Pos^DB+Adverb+When
edecekken	et+Verb+Pos+Fut^DB+Adverb+While
döşenirken	döşe+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
ailece	ailece+Adverb
pişirilerek	piş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
öngörülürken	öngör+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
tasarlanıp	tasarla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
bütünleşince	bütün+Adj^DB+Verb+Become+Pos^DB+Adverb+When
sıralarken	sırala+Verb+Pos+Aor^DB+Adverb+While
affedip	affet+Verb+Pos^DB+Adverb+AfterDoingSo
cevaplayarak	cevapla+Verb+Pos^DB+Adverb+ByDoingSo
bitirirken	bit+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
davranırken	davran+Verb+Pos+Aor^DB+Adverb+While
kıyasıya	kıy+Verb+Pos^DB+Adverb+Adamantly
değerlendirirken	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
oturarak	otur+Verb+Pos^DB+Adverb+ByDoingSo
sahiplenip	sahiplen+Verb+Pos^DB+Adverb+AfterDoingSo
külliyen	külliyen+Adverb
terkederek	terket+Verb+Pos^DB+Adverb+ByDoingSo
çalışınca	çalış+Verb+Pos^DB+Adverb+When
maaile	maaile+Adverb
gözlemlerken	gözlemle+Verb+Pos+Aor^DB+Adverb+While
atınca	at+Verb+Pos^DB+Adverb+When
sorunca	sor+Verb+Pos^DB+Adverb+When
yaklaşılırken	yaklaş+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
ayarlayıp	ayarla+Verb+Pos^DB+Adverb+AfterDoingSo
futbolcuyken	futbolcu+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
eleyip	ele+Verb+Pos^DB+Adverb+AfterDoingSo
kenetlenerek	kenetle+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
kazandırıp	kazan+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
birleşerek	birleş+Verb+Pos^DB+Adverb+ByDoingSo
büyüyerek	büyü+Verb+Pos^DB+Adverb+ByDoingSo
biterken	bit+Verb+Pos+Aor^DB+Adverb+While
katılırken	kat+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
üstlenirken	üstlen+Verb+Pos+Aor^DB+Adverb+While
alınmışken	al+Verb^DB+Verb+Pass+Pos+Narr^DB+Adverb+While
noktalayıp	noktala+Verb+Pos^DB+Adverb+AfterDoingSo
planlamayıp	planla+Verb+Neg^DB+Adverb+AfterDoingSo
haberleşerek	haber+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos^DB+Adverb+ByDoingSo
değerlendirip	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
eritip	eri+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
aktarıp	aktar+Verb+Pos^DB+Adverb+AfterDoingSo
serip	ser+Verb+Pos^DB+Adverb+AfterDoingSo
gezdirip	gez+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
cok	çok+Adverb
yanındayken	yan+Noun+A3sg+P3sg+Loc^DB+Verb+Zero^DB+Adverb+While
gezerek	gez+Verb+Pos^DB+Adverb+ByDoingSo
öğretilip	öğret+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
değişmedikçe	değiş+Verb+Neg^DB+Adverb+AsLongAs
temsilen	temsilen+Adverb
araştırılırken	araştır+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
varmışçasına	var+Verb+Pos+Narr+A3sg^DB+Adverb+AsIf
irdelerken	irdele+Verb+Pos+Aor^DB+Adverb+While
benimsenirken	benimse+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
belirlenip	belirle+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
kazanınca	kazan+Verb+Pos^DB+Adverb+When
yönetirken	yönet+Verb+Pos+Aor^DB+Adverb+While
gireli	gir+Verb+Pos^DB+Adverb+SinceDoingSo
üfleyerek	üfle+Verb+Pos^DB+Adverb+ByDoingSo
ödeyemezken	öde+Verb^DB+Verb+Able+Neg+Aor^DB+Adverb+While
yöneltip	yönel+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
bastıkça	bas+Verb+Pos^DB+Adverb+AsLongAs
kopunca	kop+Verb+Pos^DB+Adverb+When
yaratarak	yarat+Verb+Pos^DB+Adverb+ByDoingSo
aldırmayıp	al+Verb^DB+Verb+Caus+Neg^DB+Adverb+AfterDoingSo
öğrenciyken	öğrenci+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
gerginleşince	gergin+Adj^DB+Verb+Become+Pos^DB+Adverb+When
sustukça	sus+Verb+Pos^DB+Adverb+AsLongAs
bindirilerek	bin+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
lanetleyerek	lanetle+Verb+Pos^DB+Adverb+ByDoingSo
boşaltıp	boşal+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
seçtirip	seç+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
taşınıp	taşı+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
kaçırarak	kaç+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
güvenip	güven+Verb+Pos^DB+Adverb+AfterDoingSo
burkularak	burk+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
dökülürken	dök+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
bekleyerek	bekle+Verb+Pos^DB+Adverb+ByDoingSo
zannederek	zannet+Verb+Pos^DB+Adverb+ByDoingSo
tutuklanıp	tutukla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
artarak	art+Verb+Pos^DB+Adverb+ByDoingSo
tartışılıp	tartış+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
yayınlayıp	yayınla+Verb+Pos^DB+Adverb+AfterDoingSo
billahi	billahi+Adverb
ödenirken	öde+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
artırılarak	art+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
sağlanamayınca	sağla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adverb+When
devredilince	devret+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
cebren	cebren+Adverb
koyunca	koy+Verb+Pos^DB+Adverb+When
hukuken	hukuken+Adverb
yayınlayarak	yayınla+Verb+Pos^DB+Adverb+ByDoingSo
yanaşıp	yanaş+Verb+Pos^DB+Adverb+AfterDoingSo
soyunup	soyun+Verb+Pos^DB+Adverb+AfterDoingSo
kestirip	kes+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
aranıp	ara+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
artınca	art+Verb+Pos^DB+Adverb+When
değinirken	değin+Verb+Pos+Aor^DB+Adverb+While
duyup	duy+Verb+Pos^DB+Adverb+AfterDoingSo
dışlayarak	dışla+Verb+Pos^DB+Adverb+ByDoingSo
kızken	kız+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
dinlenirken	dinle+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
evlenip	evlen+Verb+Pos^DB+Adverb+AfterDoingSo
benzetirken	benze+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
kurularak	kur+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
güçlendirilirken	güç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
uçurarak	uç+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
inerek	in+Verb+Pos^DB+Adverb+ByDoingSo
avlarken	avla+Verb+Pos+Aor^DB+Adverb+While
temizlerken	temizle+Verb+Pos+Aor^DB+Adverb+While
temizleyince	temizle+Verb+Pos^DB+Adverb+When
otlatırken	otla+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
alınınca	al+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
meraklanarak	merak+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adverb+ByDoingSo
kalmayıp	kal+Verb+Neg^DB+Adverb+AfterDoingSo
beğenip	beğen+Verb+Pos^DB+Adverb+AfterDoingSo
sürünürken	sürü+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
dışlanırken	dışla+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
soyutlanırken	soyutla+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
götürülürken	götür+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
uyuyup	uyu+Verb+Pos^DB+Adverb+AfterDoingSo
sevdikçe	sev+Verb+Pos^DB+Adverb+AsLongAs
attırıp	at+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
ettirerek	et+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
denilince	de+Verb^DB+Verb+Pass+Pos^DB+Adverb+When
inemeyince	in+Verb^DB+Verb+Able+Neg^DB+Adverb+When
sevinip	sevin+Verb+Pos^DB+Adverb+AfterDoingSo
üzülüp	üz+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
kapılıp	kap+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
yedikçe	ye+Verb+Pos^DB+Adverb+AsLongAs
eriyip	eri+Verb+Pos^DB+Adverb+AfterDoingSo
sığdırınca	sığ+Verb^DB+Verb+Caus+Pos^DB+Adverb+When
hemencecik	hemencecik+Adverb
çocuğuyken	çocuk+Noun+A3sg+P3sg+Nom^DB+Verb+Zero^DB+Adverb+While
hissediyorken	hisset+Verb+Pos+Prog1^DB+Adverb+While
anlattıkça	anla+Verb^DB+Verb+Caus+Pos^DB+Adverb+AsLongAs
büyütüp	büyü+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
geçinip	geçin+Verb+Pos^DB+Adverb+AfterDoingSo
paylaşıp	paylaş+Verb+Pos^DB+Adverb+AfterDoingSo
tatildeyken	tatil+Noun+A3sg+Pnon+Loc^DB+Verb+Zero^DB+Adverb+While
yatırılarak	yat+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
kalıplaşıp	kalıplaş+Verb+Pos^DB+Adverb+AfterDoingSo
yakınlaşıp	yakın+Adj^DB+Verb+Become+Pos^DB+Adverb+AfterDoingSo
giydirip	giy+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
açılarak	aç+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
evliyken	ev+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero^DB+Adverb+While
boşanırken	boşa+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
çirkince	çirkin+Adj^DB+Adverb+Ly
hamileyken	hamile+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
değerlendirerek	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
yaparcasına	yap+Verb+Pos+Aor+A3sg^DB+Adverb+AsIf
gönderirken	gönder+Verb+Pos+Aor^DB+Adverb+While
başlatarak	başla+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
tekrarlarken	tekrarla+Verb+Pos+Aor^DB+Adverb+While
harcadıkça	harca+Verb+Pos^DB+Adverb+AsLongAs
giyecekken	giyecek+Noun+A3sg+Pnon+Nom^DB+Verb+Zero^DB+Adverb+While
açınca	aç+Verb+Pos^DB+Adverb+When
belirtilirken	belir+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
görüşerek	görüş+Verb+Pos^DB+Adverb+ByDoingSo
değerlendirilerek	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
gözetmeksizin	göze+Verb^DB+Verb+Caus+Pos^DB+Adverb+WithoutHavingDoneSo
terleyerek	terle+Verb+Pos^DB+Adverb+ByDoingSo
sıyrılıp	sıyrıl+Verb+Pos^DB+Adverb+AfterDoingSo
şaşarken	şaş+Verb+Pos+Aor^DB+Adverb+While
öldürürken	öl+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
şahsen	şahsen+Adverb
tutularak	tut+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
kavuşurken	kavuş+Verb+Pos+Aor^DB+Adverb+While
boğarak	boğ+Verb+Pos^DB+Adverb+ByDoingSo
bağlanıp	bağla+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
karşılaştırılıp	karşılaştır+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
tanışıp	tanış+Verb+Pos^DB+Adverb+AfterDoingSo
boğup	boğ+Verb+Pos^DB+Adverb+AfterDoingSo
yararlanarak	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adverb+ByDoingSo
kalkışınca	kalkış+Verb+Pos^DB+Adverb+When
yararlanıp	yarar+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos^DB+Adverb+AfterDoingSo
gerçekleşirken	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become+Pos+Aor^DB+Adverb+While
yükselince	yüksel+Verb+Pos^DB+Adverb+When
durdurunca	dur+Verb^DB+Verb+Caus+Pos^DB+Adverb+When
yürütülürken	yürü+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
gerçekleştirilirken	gerçek+Noun+A3sg+Pnon+Nom^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
detaylandırıp	detay+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
şaşırtıp	şaşır+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
kaplıyken	kap+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Verb+Zero^DB+Adverb+While
gereğince	gereğince+Adverb
görüşülüp	görüş+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
tanışırken	tanış+Verb+Pos+Aor^DB+Adverb+While
gerçekleşip	gerçek+Adj^DB+Verb+Become+Pos^DB+Adverb+AfterDoingSo
yağlayıp	yağla+Verb+Pos^DB+Adverb+AfterDoingSo
sahiden	sahiden+Adverb
susturarak	sus+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
ettikçe	et+Verb+Pos^DB+Adverb+AsLongAs
edildikçe	et+Verb^DB+Verb+Pass+Pos^DB+Adverb+AsLongAs
sarınca	sar+Verb+Pos^DB+Adverb+When
yapılandırarak	yapı+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
ardarda	ardarda+Adverb
borçlanılarak	borç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
sıralayıp	sırala+Verb+Pos^DB+Adverb+AfterDoingSo
geçirilip	geç+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
tuttukça	tut+Verb+Pos^DB+Adverb+AsLongAs
üretirken	üre+Verb^DB+Verb+Caus+Pos+Aor^DB+Adverb+While
izlenerek	izle+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
artırıp	art+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
kaplanarak	kapla+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
alçalarak	alçal+Verb+Pos^DB+Adverb+ByDoingSo
serpilirken	serp+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
uyarlanarak	uyarla+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
temizletip	temizle+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
serpip	serp+Verb+Pos^DB+Adverb+AfterDoingSo
bekletip	bekle+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
katlayarak	katla+Verb+Pos^DB+Adverb+ByDoingSo
bölüp	böl+Verb+Pos^DB+Adverb+AfterDoingSo
ovalayarak	ovala+Verb+Pos^DB+Adverb+ByDoingSo
kazıyıp	kazı+Verb+Pos^DB+Adverb+AfterDoingSo
katıp	kat+Verb+Pos^DB+Adverb+AfterDoingSo
ayıklayıp	ayıkla+Verb+Pos^DB+Adverb+AfterDoingSo
pişip	piş+Verb+Pos^DB+Adverb+AfterDoingSo
çırparken	çırp+Verb+Pos+Aor^DB+Adverb+While
yedirilerek	ye+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
kurutularak	kuru+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
sürülerek	sür+Verb^DB+Verb+Pass+Pos^DB+Adverb+ByDoingSo
ıslatıp	ısla+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
süsleyerek	süsle+Verb+Pos^DB+Adverb+ByDoingSo
koyulaşıp	koyu+Adj^DB+Verb+Become+Pos^DB+Adverb+AfterDoingSo
süsleyip	süsle+Verb+Pos^DB+Adverb+AfterDoingSo
popülerken	popüler+Adj^DB+Verb+Zero^DB+Adverb+While
verilirken	ver+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
doyurup	doy+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
beslenirken	besle+Verb^DB+Verb+Pass+Pos+Aor^DB+Adverb+While
yumuşayıp	yumuşa+Verb+Pos^DB+Adverb+AfterDoingSo
serpiştirip	serpiş+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
batırarak	bat+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
yoğurup	yoğur+Verb+Pos^DB+Adverb+AfterDoingSo
ıslatarak	ısla+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
yuvarlayıp	yuvarla+Verb+Pos^DB+Adverb+AfterDoingSo
dizip	diz+Verb+Pos^DB+Adverb+AfterDoingSo
yerleştirip	yerleş+Verb^DB+Verb+Caus+Pos^DB+Adverb+AfterDoingSo
ufalayıp	ufala+Verb+Pos^DB+Adverb+AfterDoingSo
parçalayarak	parçala+Verb+Pos^DB+Adverb+ByDoingSo
örtüp	ört+Verb+Pos^DB+Adverb+AfterDoingSo
dinlenip	dinle+Verb^DB+Verb+Pass+Pos^DB+Adverb+AfterDoingSo
birleştirerek	birleş+Verb^DB+Verb+Caus+Pos^DB+Adverb+ByDoingSo
yağlamayıp	yağla+Verb+Neg^DB+Adverb+AfterDoingSo
soğuyunca	soğu+Verb+Pos^DB+Adverb+When
