göre	gör+Verb+Pos+Opt+A3sg
sınırlayın	sınırla+Verb+Pos+Imp+A2pl
izleyin	izle+Verb+Pos+Imp+A2pl
silmeyin	sil+Verb+Neg+Imp+A2pl
siler	sil+Verb+Pos+Aor+A3sg
içerir	içer+Verb+Pos+Aor+A3sg
sağlasa	sağla+Verb+Pos+Desr+A3sg
belirlemelisiniz	belirle+Verb+Pos+Neces+A2pl
içermez	içer+Verb+Neg+Aor+A3sg
dönüşür	dönüş+Verb+Pos+Aor+A3sg
destekler	destekle+Verb+Pos+Aor+A3sg
sıralayın	sırala+Verb+Pos+Imp+A2pl
duyarsınız	duy+Verb+Pos+Aor+A2pl
devralmış	devral+Verb+Pos+Narr+A3sg
kullanmayın	kullan+Verb+Neg+Imp+A2pl
görünecek	görün+Verb+Pos+Fut+A3sg
götürün	götür+Verb+Pos+Imp+A2pl
girsin	gir+Verb+Pos+Imp+A3sg
azsa	az+Verb+Pos+Desr+A3sg
arar	ara+Verb+Pos+Aor+A3sg
bulunmasa	bulun+Verb+Neg+Desr+A3sg
kopyalamalısınız	kopyala+Verb+Pos+Neces+A2pl
belirler	belirle+Verb+Pos+Aor+A3sg
denetler	denetle+Verb+Pos+Aor+A3sg
engellemez	engelle+Verb+Neg+Aor+A3sg
edinin	edin+Verb+Pos+Imp+A2pl
deneyin	dene+Verb+Pos+Imp+A2pl
kurar	kur+Verb+Pos+Aor+A3sg
ayarladım	ayarla+Verb+Pos+Past+A1sg
yükleyin	yükle+Verb+Pos+Imp+A2pl
seçmelisiniz	seç+Verb+Pos+Neces+A2pl
sürükleyin	sürükle+Verb+Pos+Imp+A2pl
çevreleyin	çevrele+Verb+Pos+Imp+A2pl
başlayın	başla+Verb+Pos+Imp+A2pl
bulurlar	bul+Verb+Pos+Aor+A3pl
etiketler	etiketle+Verb+Pos+Aor+A3sg
alınmaz	alın+Verb+Neg+Aor+A3sg
ekleyin	ekle+Verb+Pos+Imp+A2pl
alınır	alın+Verb+Pos+Aor+A3sg
görürsünüz	gör+Verb+Pos+Aor+A2pl
kaybedersiniz	kaybet+Verb+Pos+Aor+A2pl
yedeklemelisiniz	yedekle+Verb+Pos+Neces+A2pl
taşırsınız	taşı+Verb+Pos+Aor+A2pl
kopyalarsınız	kopyala+Verb+Pos+Aor+A2pl
öneririz	öner+Verb+Pos+Aor+A1pl
yükler	yükle+Verb+Pos+Aor+A3sg
tamamlayın	tamamla+Verb+Pos+Imp+A2pl
öğrenin	öğren+Verb+Pos+Imp+A2pl
uygular	uygula+Verb+Pos+Aor+A3sg
göndermiş	gönder+Verb+Pos+Narr+A3sg
çağırır	çağır+Verb+Pos+Aor+A3sg
çalışıyorsunuz	çalış+Verb+Pos+Prog1+A2pl
bekleyin	bekle+Verb+Pos+Imp+A2pl
bulunun	bulun+Verb+Pos+Imp+A2pl
bağlayın	bağla+Verb+Pos+Imp+A2pl
tarar	tara+Verb+Pos+Aor+A3sg
görüntülüyor	görüntüle+Verb+Pos+Prog1+A3sg
paylaşın	paylaş+Verb+Pos+Imp+A2pl
görmelisiniz	gör+Verb+Pos+Neces+A2pl
bulunurlar	bulun+Verb+Pos+Aor+A3pl
gönderirsiniz	gönder+Verb+Pos+Aor+A2pl
anlarım	anla+Verb+Pos+Aor+A1sg
yedeklerim	yedekle+Verb+Pos+Aor+A1sg
eklemelisiniz	ekle+Verb+Pos+Neces+A2pl
taşıyın	taşı+Verb+Pos+Imp+A2pl
görüntüleyecek	görüntüle+Verb+Pos+Fut+A3sg
uygulayın	uygula+Verb+Pos+Imp+A2pl
sağlamış	sağla+Verb+Pos+Narr+A3sg
sağlayacak	sağla+Verb+Pos+Fut+A3sg
eklemiş	ekle+Verb+Pos+Narr+A3sg
değilseniz	değil+Verb+Neg+Cond+A2pl
kalmaz	kal+Verb+Neg+Aor+A3sg
bulunmuyor	bulun+Verb+Neg+Prog1+A3sg
sıkmayın	sık+Verb+Neg+Imp+A2pl
kavramayın	kavra+Verb+Neg+Imp+A2pl
yapmalıyım	yap+Verb+Pos+Neces+A1sg
kalmazsınız	kal+Verb+Neg+Aor+A2pl
çarpar	çarp+Verb+Pos+Aor+A3sg
eklemeyin	ekle+Verb+Neg+Imp+A2pl
çalışmıyor	çalış+Verb+Neg+Prog1+A3sg
bırakırsınız	bırak+Verb+Pos+Aor+A2pl
doğrulayın	doğrula+Verb+Pos+Imp+A2pl
sınar	sın+Verb+Pos+Aor+A3sg
kopyalayın	kopyala+Verb+Pos+Imp+A2pl
gönderir	gönder+Verb+Pos+Aor+A3sg
silecek	sil+Verb+Pos+Fut+A3sg
kullanmalısınız	kullan+Verb+Pos+Neces+A2pl
göstermiyor	göster+Verb+Neg+Prog1+A3sg
kaydeder	kaydet+Verb+Pos+Aor+A3sg
aktarır	aktar+Verb+Pos+Aor+A3sg
azalıyor	azal+Verb+Pos+Prog1+A3sg
desteklemiyor	destekle+Verb+Neg+Prog1+A3sg
çevirmeli	çevir+Verb+Pos+Neces+A3sg
atayın	ata+Verb+Pos+Imp+A2pl
devralır	devral+Verb+Pos+Aor+A3sg
paylaşıyorum	paylaş+Verb+Pos+Prog1+A1sg
denedim	dene+Verb+Pos+Past+A1sg
kestiniz	kes+Verb+Pos+Past+A2pl
önermez	öner+Verb+Neg+Aor+A3sg
yükledim	yükle+Verb+Pos+Past+A1sg
gizleyin	gizle+Verb+Pos+Imp+A2pl
göstermez	göster+Verb+Neg+Aor+A3sg
silmezsiniz	sil+Verb+Neg+Aor+A2pl
alınırlar	alın+Verb+Pos+Aor+A3pl
ödemezsiniz	öde+Verb+Neg+Aor+A2pl
karışmaz	karış+Verb+Neg+Aor+A3sg
uyarır	uyar+Verb+Pos+Aor+A3sg
kullanayım	kullan+Verb+Pos+Opt+A1sg
getirin	getir+Verb+Pos+Imp+A2pl
kullanırsınız	kullan+Verb+Pos+Aor+A2pl
sağlamaz	sağla+Verb+Neg+Aor+A3sg
desteklemez	destekle+Verb+Neg+Aor+A3sg
kurun	kur+Verb+Pos+Imp+A2pl
güvenmelisiniz	güven+Verb+Pos+Neces+A2pl
işaretleyin	işaretle+Verb+Pos+Imp+A2pl
yedekleyin	yedekle+Verb+Pos+Imp+A2pl
katar	kat+Verb+Pos+Aor+A3sg
sağlarsınız	sağla+Verb+Pos+Aor+A2pl
giderir	gider+Verb+Pos+Aor+A3sg
çözersiniz	çöz+Verb+Pos+Aor+A2pl
sürüklüyorsunuz	sürükle+Verb+Pos+Prog1+A2pl
kopyaladım	kopyala+Verb+Pos+Past+A1sg
isteyin	iste+Verb+Pos+Imp+A2pl
tanımlarsınız	tanımla+Verb+Pos+Aor+A2pl
tanımlamalısınız	tanımla+Verb+Pos+Neces+A2pl
çalıştınız	çalış+Verb+Pos+Past+A2pl
eklemiyor	ekle+Verb+Neg+Prog1+A3sg
görmüyorum	gör+Verb+Neg+Prog1+A1sg
görüyorum	gör+Verb+Pos+Prog1+A1sg
uyguladınız	uygula+Verb+Pos+Past+A2pl
uyguladım	uygula+Verb+Pos+Past+A1sg
sıraladım	sırala+Verb+Pos+Past+A1sg
uyacak	uy+Verb+Pos+Fut+A3sg
depolamalısınız	depola+Verb+Pos+Neces+A2pl
ekle	ekle+Verb+Pos+Imp+A2sg
hazırlar	hazırla+Verb+Pos+Aor+A3sg
bulmaz	bul+Verb+Neg+Aor+A3sg
yedeklemeliyim	yedekle+Verb+Pos+Neces+A1sg
eklerim	ekle+Verb+Pos+Aor+A1sg
yineleyin	yinele+Verb+Pos+Imp+A2pl
sığacak	sığ+Verb+Pos+Fut+A3sg
yapmalısınız	yap+Verb+Pos+Neces+A2pl
toplayın	topla+Verb+Pos+Imp+A2pl
almıyor	al+Verb+Neg+Prog1+A3sg
çalışın	çalış+Verb+Pos+Imp+A2pl
engellersiniz	engelle+Verb+Pos+Aor+A2pl
sıfırlamış	sıfırla+Verb+Pos+Narr+A3sg
onaylayın	onayla+Verb+Pos+Imp+A2pl
açmam	aç+Verb+Neg+Aor+A1sg
kuracak	kur+Verb+Pos+Fut+A3sg
korurum	koru+Verb+Pos+Aor+A1sg
yaramadı	yara+Verb+Neg+Past+A3sg
seçerim	seç+Verb+Pos+Aor+A1sg
kullanırım	kullan+Verb+Pos+Aor+A1sg
vermeliyim	ver+Verb+Pos+Neces+A1sg
olmasanız	ol+Verb+Neg+Desr+A2pl
başvur	başvur+Verb+Pos+Imp+A2sg
tıklayın	tıkla+Verb+Pos+Imp+A2pl
yönetin	yönet+Verb+Pos+Imp+A2pl
atmayın	at+Verb+Neg+Imp+A2pl
öğretin	öğret+Verb+Pos+Imp+A2pl
seçeceğim	seç+Verb+Pos+Fut+A1sg
gizlersiniz	gizle+Verb+Pos+Aor+A2pl
uygula	uygula+Verb+Pos+Imp+A2sg
gönderirim	gönder+Verb+Pos+Aor+A1sg
topraklayın	toprakla+Verb+Pos+Imp+A2pl
korur	koru+Verb+Pos+Aor+A3sg
kullanmayacak	kullan+Verb+Neg+Fut+A3sg
çalışmaz	çalış+Verb+Neg+Aor+A3sg
vidalayın	vidala+Verb+Pos+Imp+A2pl
bükmeyin	bük+Verb+Neg+Imp+A2pl
almalısınız	al+Verb+Pos+Neces+A2pl
vermeyin	ver+Verb+Neg+Imp+A2pl
araştırın	araştır+Verb+Pos+Imp+A2pl
düşünelim	düşün+Verb+Pos+Opt+A1pl
seçseniz	seç+Verb+Pos+Desr+A2pl
yenileyin	yenile+Verb+Pos+Imp+A2pl
açmaz	aç+Verb+Neg+Aor+A3sg
yüklerim	yükle+Verb+Pos+Aor+A1sg
karşılamıyor	karşıla+Verb+Neg+Prog1+A3sg
içeriyor	içer+Verb+Pos+Prog1+A3sg
seçer	seç+Verb+Pos+Aor+A3sg
kesecek	kes+Verb+Pos+Fut+A3sg
sığar	sığ+Verb+Pos+Aor+A3sg
yüklemelisiniz	yükle+Verb+Pos+Neces+A2pl
temizlerim	temizle+Verb+Pos+Aor+A1sg
silerim	sil+Verb+Pos+Aor+A1sg
getirmelisiniz	getir+Verb+Pos+Neces+A2pl
dener	dene+Verb+Pos+Aor+A3sg
tamamlar	tamamla+Verb+Pos+Aor+A3sg
girmelisiniz	gir+Verb+Pos+Neces+A2pl
açmalısınız	aç+Verb+Pos+Neces+A2pl
kullan	kullan+Verb+Pos+Imp+A2sg
bırakmayın	bırak+Verb+Neg+Imp+A2pl
doğrulamaz	doğrula+Verb+Neg+Aor+A3sg
güvenir	güven+Verb+Pos+Aor+A3sg
uygulamaz	uygula+Verb+Neg+Aor+A3sg
paylaşır	paylaş+Verb+Pos+Aor+A3sg
kullanmaz	kullan+Verb+Neg+Aor+A3sg
azalır	azal+Verb+Pos+Aor+A3sg
görünmezler	görün+Verb+Neg+Aor+A3pl
düşünmelisiniz	düşün+Verb+Pos+Neces+A2pl
sökün	sök+Verb+Pos+Imp+A2pl
kullanacaksınız	kullan+Verb+Pos+Fut+A2pl
aşacak	aş+Verb+Pos+Fut+A3sg
atamalısınız	ata+Verb+Pos+Neces+A2pl
belirlemiş	belirle+Verb+Pos+Narr+A3sg
çalışırsınız	çalış+Verb+Pos+Aor+A2pl
sunmaz	sun+Verb+Neg+Aor+A3sg
sarar	sar+Verb+Pos+Aor+A3sg
sınırlamalısınız	sınırla+Verb+Pos+Neces+A2pl
yükleyecek	yükle+Verb+Pos+Fut+A3sg
dağıtın	dağıt+Verb+Pos+Imp+A2pl
aştı	aş+Verb+Pos+Past+A3sg
araştırıyor	araştır+Verb+Pos+Prog1+A3sg
kuruyorlar	kur+Verb+Pos+Prog1+A3pl
uğraşıyorlar	uğraş+Verb+Pos+Prog1+A3pl
adamışlar	ada+Verb+Pos+Narr+A3pl
soğuyacak	soğu+Verb+Pos+Fut+A3sg
düşünüyorlar	düşün+Verb+Pos+Prog1+A3pl
uğraşmıyor	uğraş+Verb+Neg+Prog1+A3sg
zorlamış	zorla+Verb+Pos+Narr+A3sg
kurtarıyorlar	kurtar+Verb+Pos+Prog1+A3pl
vazgeçiyor	vazgeç+Verb+Pos+Prog1+A3sg
topluyorlar	topla+Verb+Pos+Prog1+A3pl
tüketiyor	tüket+Verb+Pos+Prog1+A3sg
düşünmüyor	düşün+Verb+Neg+Prog1+A3sg
püskürüyor	püskür+Verb+Pos+Prog1+A3sg
takılıyor	takıl+Verb+Pos+Prog1+A3sg
bozuyor	boz+Verb+Pos+Prog1+A3sg
başarıyor	başar+Verb+Pos+Prog1+A3sg
kazanıyor	kazan+Verb+Pos+Prog1+A3sg
adıyor	ada+Verb+Pos+Prog1+A3sg
taslamıyor	tasla+Verb+Neg+Prog1+A3sg
okuyacaksınız	oku+Verb+Pos+Fut+A2pl
sarmalamış	sarmala+Verb+Pos+Narr+A3sg
serpe	serp+Verb+Pos+Opt+A3sg
demirlemiş	demirle+Verb+Pos+Narr+A3sg
yetişirim	yetiş+Verb+Pos+Aor+A1sg
bırakmıyor	bırak+Verb+Neg+Prog1+A3sg
ulaştı	ulaş+Verb+Pos+Past+A3sg
kalkıştı	kalkış+Verb+Pos+Past+A3sg
kopmayacağım	kop+Verb+Neg+Fut+A1sg
kurdum	kur+Verb+Pos+Past+A1sg
oynadım	oyna+Verb+Pos+Past+A1sg
çıkmadım	çık+Verb+Neg+Past+A1sg
devrettim	devret+Verb+Pos+Past+A1sg
kazanıyorum	kazan+Verb+Pos+Prog1+A1sg
baktın	bak+Verb+Pos+Past+A2sg
buluştun	buluş+Verb+Pos+Past+A2sg
kazanır	kazan+Verb+Pos+Aor+A3sg
dönerim	dön+Verb+Pos+Aor+A1sg
kalacaksın	kal+Verb+Pos+Fut+A2sg
yerleştim	yerleş+Verb+Pos+Past+A1sg
inanmıyorum	inan+Verb+Neg+Prog1+A1sg
sevdim	sev+Verb+Pos+Past+A1sg
çalmışsın	çal+Verb+Pos+Narr+A2sg
çalışacaksın	çalış+Verb+Pos+Fut+A2sg
almıyorlar	al+Verb+Neg+Prog1+A3pl
alınsın	alın+Verb+Pos+Imp+A3sg
doğalım	doğ+Verb+Pos+Opt+A1pl
taşıyorum	taş+Verb+Pos+Prog1+A1sg
atmam	at+Verb+Neg+Aor+A1sg
patlayacak	patla+Verb+Pos+Fut+A3sg
kesiyor	kes+Verb+Pos+Prog1+A3sg
bağırıyorlar	bağır+Verb+Pos+Prog1+A3pl
şaşırıyorum	şaşır+Verb+Pos+Prog1+A1sg
bağlıyorsun	bağla+Verb+Pos+Prog1+A2sg
batıyor	bat+Verb+Pos+Prog1+A3sg
kaynaşırız	kaynaş+Verb+Pos+Aor+A1pl
aldık	al+Verb+Pos+Past+A1pl
öğreniyorum	öğren+Verb+Pos+Prog1+A1sg
istersin	iste+Verb+Pos+Aor+A2sg
tanıştık	tanış+Verb+Pos+Past+A1pl
oynuyor	oyna+Verb+Pos+Prog1+A3sg
beğeniyorum	beğen+Verb+Pos+Prog1+A1sg
giderim	git+Verb+Pos+Aor+A1sg
kalırsın	kal+Verb+Pos+Aor+A2sg
büyümedim	büyü+Verb+Neg+Past+A1sg
soyutlamış	soyutla+Verb+Pos+Narr+A3sg
yaşarlar	yaşa+Verb+Pos+Aor+A3pl
gitmezler	git+Verb+Neg+Aor+A3pl
kurmazlar	kur+Verb+Neg+Aor+A3pl
büyüdüm	büyü+Verb+Pos+Past+A1sg
görmemişim	gör+Verb+Neg+Narr+A1sg
gitmedim	git+Verb+Neg+Past+A1sg
yakındılar	yakın+Verb+Pos+Past+A3pl
yaşadılar	yaşa+Verb+Pos+Past+A3pl
esecek	es+Verb+Pos+Fut+A3sg
sollamayın	solla+Verb+Neg+Imp+A2pl
kalmıyor	kal+Verb+Neg+Prog1+A3sg
etseler	et+Verb+Pos+Desr+A3pl
karışacak	karış+Verb+Pos+Fut+A3sg
gitmişler	git+Verb+Pos+Narr+A3pl
konuşmuşlar	konuş+Verb+Pos+Narr+A3pl
inansın	inan+Verb+Pos+Imp+A3sg
uyuyalım	uyu+Verb+Pos+Opt+A1pl
dayanıyor	dayan+Verb+Pos+Prog1+A3sg
tekliyoruz	tekle+Verb+Pos+Prog1+A1pl
almadılar	al+Verb+Neg+Past+A3pl
başlamasın	başla+Verb+Neg+Imp+A3sg
yapmasın	yap+Verb+Neg+Imp+A3sg
eyler	eyle+Verb+Pos+Aor+A3sg
yakalayacak	yakala+Verb+Pos+Fut+A3sg
önledi	önle+Verb+Pos+Past+A3sg
sevinir	sevin+Verb+Pos+Aor+A3sg
yöneliyorlar	yönel+Verb+Pos+Prog1+A3pl
sunuyoruz	sun+Verb+Pos+Prog1+A1pl
vurguladı	vurgula+Verb+Pos+Past+A3sg
uyguluyor	uygula+Verb+Pos+Prog1+A3sg
hazırlıyor	hazırla+Verb+Pos+Prog1+A3sg
bulmuyor	bul+Verb+Neg+Prog1+A3sg
çekiyor	çek+Verb+Pos+Prog1+A3sg
yükseliyor	yüksel+Verb+Pos+Prog1+A3sg
aktarıyorum	aktar+Verb+Pos+Prog1+A1sg
çizmişler	çiz+Verb+Pos+Narr+A3pl
gömmüşler	göm+Verb+Pos+Narr+A3pl
tutmuyor	tut+Verb+Neg+Prog1+A3sg
buluşuyor	buluş+Verb+Pos+Prog1+A3sg
koymuş	koy+Verb+Pos+Narr+A3sg
rastladım	rastla+Verb+Pos+Past+A1sg
sunuyor	sun+Verb+Pos+Prog1+A3sg
keşfedelim	keşfet+Verb+Pos+Opt+A1pl
sıvadı	sıva+Verb+Pos+Past+A3sg
sığınmış	sığın+Verb+Pos+Narr+A3sg
çalıştık	çalış+Verb+Pos+Past+A1pl
yaraladı	yarala+Verb+Pos+Past+A3sg
rahatladı	rahatla+Verb+Pos+Past+A3sg
kuşattı	kuşat+Verb+Pos+Past+A3sg
çalıştılar	çalış+Verb+Pos+Past+A3pl
tartıştılar	tartış+Verb+Pos+Past+A3pl
dedik	de+Verb+Pos+Past+A1pl
yürüyoruz	yürü+Verb+Pos+Prog1+A1pl
birleştiler	birleş+Verb+Pos+Past+A3pl
okuduk	oku+Verb+Pos+Past+A1pl
hatırlıyoruz	hatırla+Verb+Pos+Prog1+A1pl
kurtuldular	kurtul+Verb+Pos+Past+A3pl
anladılar	anla+Verb+Pos+Past+A3pl
kestiler	kes+Verb+Pos+Past+A3pl
tuttular	tut+Verb+Pos+Past+A3pl
söylediler	söyle+Verb+Pos+Past+A3pl
bulundular	bulun+Verb+Pos+Past+A3pl
ödediler	öde+Verb+Pos+Past+A3pl
dağıttı	dağıt+Verb+Pos+Past+A3sg
taktılar	tak+Verb+Pos+Past+A3pl
koptu	kop+Verb+Pos+Past+A3sg
tutuştular	tutuş+Verb+Pos+Past+A3pl
battı	bat+Verb+Pos+Past+A3sg
karşıladım	karşıla+Verb+Pos+Past+A1sg
kayıtlarım	kayıtla+Verb+Pos+Aor+A1sg
konuştuk	konuş+Verb+Pos+Past+A1pl
gönderelim	gönder+Verb+Pos+Opt+A1pl
sığıyor	sığa+Verb+Pos+Prog1+A3sg
gezmiş	gez+Verb+Pos+Narr+A3sg
utandık	utan+Verb+Pos+Past+A1pl
görsün	gör+Verb+Pos+Imp+A3sg
kınıyorum	kına+Verb+Pos+Prog1+A1sg
inandım	inan+Verb+Pos+Past+A1sg
gidiyoruz	git+Verb+Pos+Prog1+A1pl
aşacağız	aş+Verb+Pos+Fut+A1pl
açıklayacağım	açıkla+Verb+Pos+Fut+A1sg
paylayacağız	payla+Verb+Pos+Fut+A1pl
desin	de+Verb+Pos+Imp+A3sg
özetledi	özetle+Verb+Pos+Past+A3sg
sattınız	sat+Verb+Pos+Past+A2pl
ede	et+Verb+Pos+Opt+A3sg
karşılıyorum	karşıla+Verb+Pos+Prog1+A1sg
vermişim	ver+Verb+Pos+Narr+A1sg
özetliyor	özetle+Verb+Pos+Prog1+A3sg
kurtaracaklar	kurtar+Verb+Pos+Fut+A3pl
hissediyorsunuz	hisset+Verb+Pos+Prog1+A2pl
isteyeceksiniz	iste+Verb+Pos+Fut+A2pl
dolmuyor	dol+Verb+Neg+Prog1+A3sg
buluyorlar	bula+Verb+Pos+Prog1+A3pl
yakaladım	yakala+Verb+Pos+Past+A1sg
getiriyorlar	getir+Verb+Pos+Prog1+A3pl
kaybediyorsunuz	kaybet+Verb+Pos+Prog1+A2pl
düşmüşler	düş+Verb+Pos+Narr+A3pl
imzalamış	imzala+Verb+Pos+Narr+A3sg
ediyoruz	et+Verb+Pos+Prog1+A1pl
sora	sor+Verb+Pos+Opt+A3sg
savunuyorlar	savun+Verb+Pos+Prog1+A3pl
gitmeyelim	git+Verb+Neg+Opt+A1pl
anlatıyor	anlat+Verb+Pos+Prog1+A3sg
görüyoruz	gör+Verb+Pos+Prog1+A1pl
beklemiyorum	bekle+Verb+Neg+Prog1+A1sg
öneriyorum	öner+Verb+Pos+Prog1+A1sg
veriyorlar	ver+Verb+Pos+Prog1+A3pl
yapmıyorlar	yap+Verb+Neg+Prog1+A3pl
etsinler	et+Verb+Pos+Imp+A3pl
anlayalım	anla+Verb+Pos+Opt+A1pl
yineledi	yinele+Verb+Pos+Past+A3sg
demiyor	de+Verb+Neg+Prog1+A3sg
aşmayın	aş+Verb+Neg+Imp+A2pl
uygulasınlar	uygula+Verb+Pos+Imp+A3pl
bakmasınlar	bak+Verb+Neg+Imp+A3pl
korkmayın	kork+Verb+Neg+Imp+A2pl
açacağız	aç+Verb+Pos+Fut+A1pl
gösteriyoruz	göster+Verb+Pos+Prog1+A1pl
koyduk	koy+Verb+Pos+Past+A1pl
amaçlıyoruz	amaçla+Verb+Pos+Prog1+A1pl
kullanıyorum	kullan+Verb+Pos+Prog1+A1sg
imzaladı	imzala+Verb+Pos+Past+A3sg
okuyalım	oku+Verb+Pos+Opt+A1pl
soruyoruz	sor+Verb+Pos+Prog1+A1pl
çalışalım	çalış+Verb+Pos+Opt+A1pl
kapışma	kapış+Verb+Neg+Imp+A2sg
bakmadı	bak+Verb+Neg+Past+A3sg
kırdı	kır+Verb+Pos+Past+A3sg
beğenmeyin	beğen+Verb+Neg+Imp+A2pl
yapmıyoruz	yap+Verb+Neg+Prog1+A1pl
hazırlamış	hazırla+Verb+Pos+Narr+A3sg
çalışmadı	çalış+Verb+Neg+Past+A3sg
fırla	fırla+Verb+Pos+Imp+A2sg
görüştü	görüş+Verb+Pos+Past+A3sg
kurtulmuş	kurtul+Verb+Pos+Narr+A3sg
yöneldim	yönel+Verb+Pos+Past+A1sg
kurtardım	kurtar+Verb+Pos+Past+A1sg
yöneldik	yönel+Verb+Pos+Past+A1pl
almasa	al+Verb+Neg+Desr+A3sg
kurtuldum	kurtul+Verb+Pos+Past+A1sg
arıyor	ara+Verb+Pos+Prog1+A3sg
görüşüyor	görüş+Verb+Pos+Prog1+A3sg
azaldı	azal+Verb+Pos+Past+A3sg
kattılar	kat+Verb+Pos+Past+A3pl
inanmamış	inan+Verb+Neg+Narr+A3sg
özetliyorlar	özetle+Verb+Pos+Prog1+A3pl
yaklaşıyor	yaklaş+Verb+Pos+Prog1+A3sg
reddetmiyor	reddet+Verb+Neg+Prog1+A3sg
gönderiyor	gönder+Verb+Pos+Prog1+A3sg
savuruyor	savur+Verb+Pos+Prog1+A3sg
coşuyor	coş+Verb+Pos+Prog1+A3sg
andırıyor	andır+Verb+Pos+Prog1+A3sg
anlaştılar	anlaş+Verb+Pos+Past+A3pl
diledi	dile+Verb+Pos+Past+A3sg
ilerledim	ilerle+Verb+Pos+Past+A1sg
bindik	bin+Verb+Pos+Past+A1pl
aksak	ak+Verb+Pos+Desr+A1pl
kondu	kon+Verb+Pos+Past+A3sg
giydim	giy+Verb+Pos+Past+A1sg
yedik	ye+Verb+Pos+Past+A1pl
yiyeceğim	ye+Verb+Pos+Fut+A1sg
durakladı	durakla+Verb+Pos+Past+A3sg
tembihledi	tembihle+Verb+Pos+Past+A3sg
döktüm	dök+Verb+Pos+Past+A1sg
koşar	koş+Verb+Pos+Aor+A3sg
kıs	kıs+Verb+Pos+Imp+A2sg
tanımıyor	tanı+Verb+Neg+Prog1+A3sg
sürmüyor	sür+Verb+Neg+Prog1+A3sg
bekliyoruz	bekle+Verb+Pos+Prog1+A1pl
kurmuş	kur+Verb+Pos+Narr+A3sg
dolsun	dol+Verb+Pos+Imp+A3sg
anlatsınlar	anlat+Verb+Pos+Imp+A3pl
döneceğim	dön+Verb+Pos+Fut+A1sg
uymamış	uy+Verb+Neg+Narr+A3sg
almışlar	al+Verb+Pos+Narr+A3pl
vermiyor	ver+Verb+Neg+Prog1+A3sg
alkışlıyor	alkışla+Verb+Pos+Prog1+A3sg
olmazlar	ol+Verb+Neg+Aor+A3pl
çatıyor	çat+Verb+Pos+Prog1+A3sg
bekleyelim	bekle+Verb+Pos+Opt+A1pl
beklesinler	bekle+Verb+Pos+Imp+A3pl
çalışmış	çalış+Verb+Pos+Narr+A3sg
değişiyor	değiş+Verb+Pos+Prog1+A3sg
aktardılar	aktar+Verb+Pos+Past+A3pl
olmadılar	ol+Verb+Neg+Past+A3pl
önereceğim	öner+Verb+Pos+Fut+A1sg
sormayın	sor+Verb+Neg+Imp+A2pl
yollamışsınız	yolla+Verb+Pos+Narr+A2pl
öneriyor	öner+Verb+Pos+Prog1+A3sg
etmemeliler	et+Verb+Neg+Neces+A3pl
bozmayın	boz+Verb+Neg+Imp+A2pl
öneriyoruz	öner+Verb+Pos+Prog1+A1pl
yatıyorlar	yat+Verb+Pos+Prog1+A3pl
iner	in+Verb+Pos+Aor+A3sg
inmez	in+Verb+Neg+Aor+A3sg
sızıyor	sız+Verb+Pos+Prog1+A3sg
dalıyorum	dala+Verb+Pos+Prog1+A1sg
uğurluyorlar	uğurla+Verb+Pos+Prog1+A3pl
çıkıyorum	çık+Verb+Pos+Prog1+A1sg
kararıyor	karar+Verb+Pos+Prog1+A3sg
uğrayın	uğra+Verb+Pos+Imp+A2pl
cevaplıyor	cevapla+Verb+Pos+Prog1+A3sg
planlıyoruz	planla+Verb+Pos+Prog1+A1pl
kuşatıyor	kuşat+Verb+Pos+Prog1+A3sg
oluşmuyor	oluş+Verb+Neg+Prog1+A3sg
gideceğiz	git+Verb+Pos+Fut+A1pl
istiyoruz	iste+Verb+Pos+Prog1+A1pl
seviniriz	sevin+Verb+Pos+Aor+A1pl
bürünüyor	bürün+Verb+Pos+Prog1+A3sg
farkedeceksiniz	farket+Verb+Pos+Fut+A2pl
dolaşıyorlar	dolaş+Verb+Pos+Prog1+A3pl
ısınıyor	ısın+Verb+Pos+Prog1+A3sg
işliyor	işle+Verb+Pos+Prog1+A3sg
rastlasanız	rastla+Verb+Pos+Desr+A2pl
yetişiyor	yetiş+Verb+Pos+Prog1+A3sg
uçuyor	uç+Verb+Pos+Prog1+A3sg
yağdı	yağ+Verb+Pos+Past+A3sg
erdi	er+Verb+Pos+Past+A3sg
haberleşiyor	haberleş+Verb+Pos+Prog1+A3sg
paylaşıyorlar	paylaş+Verb+Pos+Prog1+A3pl
götürüyor	götür+Verb+Pos+Prog1+A3sg
varıyor	var+Verb+Pos+Prog1+A3sg
yürüyorsunuz	yürü+Verb+Pos+Prog1+A2pl
varıyorsunuz	var+Verb+Pos+Prog1+A2pl
gelişti	geliş+Verb+Pos+Past+A3sg
aşsa	aş+Verb+Pos+Desr+A3sg
bağlasa	bağla+Verb+Pos+Desr+A3sg
kaybetmeyecek	kaybet+Verb+Neg+Fut+A3sg
serpiyor	serp+Verb+Pos+Prog1+A3sg
oyuyor	oy+Verb+Pos+Prog1+A3sg
temizliyor	temizle+Verb+Pos+Prog1+A3sg
tutmalısınız	tut+Verb+Pos+Neces+A2pl
şaşırmayın	şaşır+Verb+Neg+Imp+A2pl
çıkıyorlar	çık+Verb+Pos+Prog1+A3pl
arıyorlar	ara+Verb+Pos+Prog1+A3pl
bırakıyorlar	bırak+Verb+Pos+Prog1+A3pl
