değil	değil+Verb+Neg+Pres+A3sg
etmeyelim	et+Verb+Neg+Opt+A1pl
göremeyecek	gör+Verb^DB+Verb+Able+Neg+Fut+A3sg
yapamam	yap+Verb^DB+Verb+Able+Neg+Aor+A1sg
yapamayacağımı	yap+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P1sg+Acc
yaşamama	yaşa+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
bilmezsiniz	bil+Verb+Neg+Aor+A2pl
vazgeçiremeyeceğimi	vazgeç+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P1sg+Acc
gelmemem	gel+Verb+Neg^DB+Noun+Inf2+A3sg+P1sg+Nom
düşünmeyin	düşün+Verb+Neg+Imp+A2pl
gelmem	gel+Verb+Neg+Aor+A1sg
darılmam	darıl+Verb+Neg+Aor+A1sg
geçmez	geç+Verb+Neg+Aor+A3sg
varmayın	var+Verb+Neg+Imp+A2pl
sanmayın	san+Verb+Neg+Imp+A2pl
vermezdim	ver+Verb+Neg+Aor+Past+A1sg
bulunmayacağım	bulun+Verb+Neg+Fut+A1sg
kalkmayın	kalk+Verb+Neg+Imp+A2pl
yadırgamayın	yadırga+Verb+Neg+Imp+A2pl
edemezsin	et+Verb^DB+Verb+Able+Neg+Aor+A2sg
atamazlardı	at+Verb^DB+Verb+Able+Neg+Aor+A3pl+Past
değildin	değil+Verb+Neg+Past+A2sg
yıkılmamıştı	yık+Verb^DB+Verb+Pass+Neg+Narr+Past+A3sg
atılmamıştı	at+Verb^DB+Verb+Pass+Neg+Narr+Past+A3sg
satmamıştım	sat+Verb+Neg+Narr+Past+A1sg
yaramaz	yar+Verb^DB+Verb+Able+Neg+Aor+A3sg
ayrılmaz	ayır+Verb^DB+Verb+Pass+Neg+Aor+A3sg
vuramamıştı	vur+Verb^DB+Verb+Able+Neg+Narr+Past+A3sg
sinirlenmemişti	sinir+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Narr+Past+A3sg
veremezdi	ver+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
göstermezdi	göster+Verb+Neg+Aor+Past+A3sg
bilmemekle	bil+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Ins
söyleyemiyordu	söyle+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
yapmazdı	yap+Verb+Neg+Aor+Past+A3sg
hissetmiyordu	hisset+Verb+Neg+Prog1+Past+A3sg
boylamamıştı	boyla+Verb+Neg+Narr+Past+A3sg
dinlemiyor	dinle+Verb+Neg+Prog1+A3sg
ayırmamak	ayır+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
çıkamıyordu	çık+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
bilmiyordum	bil+Verb+Neg+Prog1+Past+A1sg
konuşmadı	konuş+Verb+Neg+Past+A3sg
anlamaz	anla+Verb+Neg+Aor+A3sg
göremedim	gör+Verb^DB+Verb+Able+Neg+Past+A1sg
uğramıyor	uğra+Verb+Neg+Prog1+A3sg
ayırmayan	ayır+Verb+Neg^DB+Adj+PresPart
çalışmıyordu	çalış+Verb+Neg+Prog1+Past+A3sg
yaramazdım	yar+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
yiyemediğim	ye+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P1sg+Nom
bahsetmediniz	bahset+Verb+Neg+Past+A2pl
olmadı	ol+Verb+Neg+Past+A3sg
bilmiyorsun	bil+Verb+Neg+Prog1+A2sg
tanımazsın	tanı+Verb+Neg+Aor+A2sg
bilemedin	bil+Verb^DB+Verb+Able+Neg+Past+A2sg
götüremeyecek	götür+Verb^DB+Verb+Able+Neg+Fut+A3sg
götürmememiz	götür+Verb+Neg^DB+Noun+Inf2+A3sg+P1pl+Nom
yakışmıyor	yakış+Verb+Neg+Prog1+A3sg
unutmayacaktı	unut+Verb+Neg+Fut+Past+A3sg
tanımazdım	tanı+Verb+Neg+Aor+Past+A1sg
hoşlanmayacağını	hoşlan+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
gelemem	gel+Verb^DB+Verb+Able+Neg+Aor+A1sg
satamam	sat+Verb^DB+Verb+Able+Neg+Aor+A1sg
almıyorsun	al+Verb+Neg+Prog1+A2sg
inmem	in+Verb+Neg+Aor+A1sg
götüremem	götür+Verb^DB+Verb+Able+Neg+Aor+A1sg
anlamıyorsun	anla+Verb+Neg+Prog1+A2sg
anlayamazsın	anla+Verb^DB+Verb+Able+Neg+Aor+A2sg
anlatmayacak	anla+Verb^DB+Verb+Caus+Neg+Fut+A3sg
gülmediler	gül+Verb+Neg+Past+A3pl
gülemediler	gül+Verb^DB+Verb+Able+Neg+Past+A3pl
başlayamayız	başla+Verb^DB+Verb+Able+Neg+Aor+A1pl
kalmasa	kal+Verb+Neg+Desr+A3sg
zannetmem	zannet+Verb+Neg+Aor+A1sg
bilmezsek	bil+Verb+Neg+Aor+Cond+A1pl
yaşayamazsın	yaşa+Verb^DB+Verb+Able+Neg+Aor+A2sg
tutmayan	tut+Verb+Neg^DB+Adj+PresPart
yakışmaz	yakış+Verb+Neg+Aor+A3sg
düşünmemelisin	düşün+Verb+Neg+Neces+A2sg
olmazmış	ol+Verb+Neg+Aor+Narr+A3sg
durmazlar	dur+Verb+Neg+Aor+A3pl
anlatmıyor	anla+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
uyutmazlar	uyu+Verb^DB+Verb+Caus+Neg+Aor+A3pl
istemedi	iste+Verb+Neg+Past+A3sg
iliklemeyen	ilikle+Verb+Neg^DB+Adj+PresPart
karışamaz	karış+Verb^DB+Verb+Able+Neg+Aor+A3sg
alamadım	al+Verb^DB+Verb+Able+Neg+Past+A1sg
hoşlanmazdı	hoşlan+Verb+Neg+Aor+Past+A3sg
görmemiştim	gör+Verb+Neg+Narr+Past+A1sg
görünmeyen	görün+Verb+Neg^DB+Adj+PresPart
oturmam	otur+Verb+Neg+Aor+A1sg
bulamıyoruz	bul+Verb^DB+Verb+Able+Neg+Prog1+A1pl
görünmez	görün+Verb+Neg+Aor+A3sg
evlenemeyeceğini	evlen+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
görmedi	gör+Verb+Neg+Past+A3sg
ilgilenmiyordu	ilgilen+Verb+Neg+Prog1+Past+A3sg
denemezdi	de+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+Past+A3sg
düşünemiyordum	düşün+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
yaramaz	yara+Verb+Neg+Aor+A3sg
bulamayacaktı	bul+Verb^DB+Verb+Able+Neg+Fut+Past+A3sg
bulamadığını	bul+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
ilgilenmedi	ilgilen+Verb+Neg+Past+A3sg
kullanılmayan	kullan+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
erimemişti	eri+Verb+Neg+Narr+Past+A3sg
göremiyordum	gör+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
bilmiyormuş	bil+Verb+Neg+Prog1+Narr+A3sg
çaktırmasınlar	çak+Verb^DB+Verb+Caus+Neg+Imp+A3pl
yapmaması	yap+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
edemeyeceğine	et+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
edemeyiz	et+Verb^DB+Verb+Able+Neg+Aor+A1pl
bilmedi	bil+Verb+Neg+Past+A3sg
öğrenemeyecek	öğren+Verb^DB+Verb+Able+Neg+Fut+A3sg
gelmemesi	gel+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
ağlamıyorsun	ağla+Verb+Neg+Prog1+A2sg
ağlamayacağım	ağla+Verb+Neg+Fut+A1sg
görünmeyecek	görün+Verb+Neg+Fut+A3sg
olamayacağını	ol+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
değişmemişti	değiş+Verb+Neg+Narr+Past+A3sg
sanmıyorum	san+Verb+Neg+Prog1+A1sg
oynayamaz	oyna+Verb^DB+Verb+Able+Neg+Aor+A3sg
istemiyorsun	iste+Verb+Neg+Prog1+A2sg
aydınlatmıyordu	aydınlat+Verb+Neg+Prog1+Past+A3sg
edememişti	et+Verb^DB+Verb+Able+Neg+Narr+Past+A3sg
bilemedim	bil+Verb^DB+Verb+Able+Neg+Past+A1sg
görünmüyorum	görün+Verb+Neg+Prog1+A1sg
beklenemez	bekle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kıyamam	kıy+Verb^DB+Verb+Able+Neg+Aor+A1sg
durmadı	dur+Verb+Neg+Past+A3sg
düşünmemek	düşün+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
bağlamaz	bağla+Verb+Neg+Aor+A3sg
olmasaydım	ol+Verb+Neg+Desr+Past+A1sg
çekmeme	çek+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
durmamıştık	dur+Verb+Neg+Narr+Past+A1pl
kaynaşmaz	kaynaş+Verb+Neg+Aor+A3sg
gelmiyor	gel+Verb+Neg+Prog1+A3sg
anlaşılmaz	anlaş+Verb^DB+Verb+Pass+Neg+Aor+A3sg
şaşırmadım	şaşır+Verb+Neg+Past+A1sg
gösteremedikleri	göster+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
edemezler	et+Verb^DB+Verb+Able+Neg+Aor+A3pl
dokunmuyordu	doku+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
çıkarmıyordum	çık+Verb^DB+Verb+Caus+Neg+Prog1+Past+A1sg
tırmanmam	tırman+Verb+Neg+Aor+A1sg
olamayıp	ol+Verb^DB+Verb+Able+Neg^DB+Adverb+AfterDoingSo
bulunmayan	bulun+Verb+Neg^DB+Adj+PresPart
etmemiştim	et+Verb+Neg+Narr+Past+A1sg
görünmese	görün+Verb+Neg+Desr+A3sg
şaşırmamıştım	şaşır+Verb+Neg+Narr+Past+A1sg
vuramadı	vur+Verb^DB+Verb+Able+Neg+Past+A3sg
olmasam	ol+Verb+Neg+Desr+A1sg
kapanmayacağına	kapa+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
veremeyeceğini	ver+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
atmadım	at+Verb+Neg+Past+A1sg
inanılmaz	inan+Verb^DB+Verb+Pass+Neg+Aor+A3sg
istemeyeceğinden	iste+Verb+Neg^DB+Noun+FutPart+A3sg+P2sg+Abl
bahsedilmedi	bahset+Verb^DB+Verb+Pass+Neg+Past+A3sg
anlaşılmamıştı	anlaş+Verb^DB+Verb+Pass+Neg+Narr+Past+A3sg
görmesin	gör+Verb+Neg+Imp+A3sg
gitmeme	git+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
güzelleşmiyor	güzel+Adj^DB+Verb+Become+Neg+Prog1+A3sg
anlaşılamıyordu	anlaş+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+Past+A3sg
olmasaydı	ol+Verb+Neg+Desr+Past+A3sg
güvenmiyordum	güven+Verb+Neg+Prog1+Past+A1sg
kesilmiyor	kes+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
konuşamazmış	konuş+Verb^DB+Verb+Able+Neg+Aor+Narr+A3sg
alamazsınız	al+Verb^DB+Verb+Able+Neg+Aor+A2pl
işlemediğini	işle+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
girmedi	gir+Verb+Neg+Past+A3sg
sığmaz	sığ+Verb+Neg+Aor+A3sg
edilmezler	et+Verb^DB+Verb+Pass+Neg+Aor+A3pl
getirilmezlerse	getir+Verb^DB+Verb+Pass+Neg+Aor+A3pl+Cond
bulunmadığı	bulun+Verb+Neg^DB+Adj+PastPart+P3sg
olmadıklarını	ol+Verb+Neg^DB+Noun+PastPart+A3pl+P3sg+Acc
görmediklerini	gör+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
bitirmez	bit+Verb^DB+Verb+Caus+Neg+Aor+A3sg
dinlememeye	dinle+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
çıkarmamamı	çık+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P1sg+Acc
değildim	değil+Verb+Neg+Past+A1sg
kalmayarak	kal+Verb+Neg^DB+Adverb+ByDoingSo
inmedim	in+Verb+Neg+Past+A1sg
olmaması	ol+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
sayılmazsa	say+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
edilemiyor	et+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+A3sg
kullanmamaya	kullan+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
söylememeye	söyle+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
bulamadığı	bula+Verb+Neg^DB+Adj+PastPart+P3sg
dayanamadığı	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
yitirmeyen	yit+Verb^DB+Verb+Caus+Neg^DB+Adj+PresPart
kopartmamış	kop+Verb^DB+Verb+Caus^DB+Verb+Caus+Neg+Narr+A3sg
vazgeçilmez	vazgeç+Verb^DB+Verb+Pass+Neg+Aor+A3sg
saklamadı	sakla+Verb+Neg+Past+A3sg
sergilemese	sergile+Verb+Neg+Desr+A3sg
giremeyişinden	gir+Verb^DB+Verb+Able+Neg^DB+Noun+Inf3+A3sg+P3sg+Abl
istenmez	iste+Verb^DB+Verb+Pass+Neg+Aor+A3sg
benimsemedi	benimse+Verb+Neg+Past+A3sg
bakılmamış	bak+Verb^DB+Verb+Pass+Neg+Narr+A3sg
tanımlama	tanımla+Verb+Neg+Imp+A2sg
bırakmayan	bırak+Verb+Neg^DB+Adj+PresPart
edinmeyen	edin+Verb+Neg^DB+Adj+PresPart
alışmadıkça	alış+Verb+Neg^DB+Adverb+AsLongAs
atamayacağız	at+Verb^DB+Verb+Able+Neg+Fut+A1pl
bulamamış	bul+Verb^DB+Verb+Able+Neg+Narr+A3sg
yaşanmamış	yaşa+Verb^DB+Verb+Pass+Neg+Narr+A3sg
edemedikleri	et+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3pl
ayrılmayarak	ayır+Verb^DB+Verb+Pass+Neg^DB+Adverb+ByDoingSo
çarpmaz	çarp+Verb+Neg+Aor+A3sg
tartışamazdı	tartış+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
olmamalarına	ol+Verb+Neg^DB+Noun+Inf2+A3sg+P3pl+Dat
anlamadıkları	anla+Verb+Neg^DB+Adj+PastPart+P3pl
karışamayarak	karış+Verb^DB+Verb+Able+Neg^DB+Adverb+ByDoingSo
sevmezdi	sev+Verb+Neg+Aor+Past+A3sg
sezmez	sez+Verb+Neg+Aor+A3sg
istemezdi	iste+Verb+Neg+Aor+Past+A3sg
istemeyeceksin	iste+Verb+Neg+Fut+A2sg
tutmadı	tut+Verb+Neg+Past+A3sg
ayrılmazdı	ayır+Verb^DB+Verb+Pass+Neg+Aor+Past+A3sg
dövmez	döv+Verb+Neg+Aor+A3sg
azarlamazdı	azarla+Verb+Neg+Aor+Past+A3sg
okşamazdı	okşa+Verb+Neg+Aor+Past+A3sg
kaldırmasa	kaldır+Verb+Neg+Desr+A3sg
ölmedi	öl+Verb+Neg+Past+A3sg
dönmedi	dön+Verb+Neg+Past+A3sg
etmemişti	et+Verb+Neg+Narr+Past+A3sg
yapmamalıydın	yap+Verb+Neg+Neces+Past+A2sg
olmuyor	ol+Verb+Neg+Prog1+A3sg
çıkamayan	çık+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
almamış	al+Verb+Neg+Narr+A3sg
bulamadıkları	bula+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
davranmadığını	davran+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
bulmuyorum	bul+Verb+Neg+Prog1+A1sg
gelmiyordu	gel+Verb+Neg+Prog1+Past+A3sg
anlamadığı	anla+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
gitmiyorsun	git+Verb+Neg+Prog1+A2sg
yapmadığı	yap+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
bakmayarak	bak+Verb+Neg^DB+Adverb+ByDoingSo
yansıtmadıkları	yansı+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
gelmemişti	gel+Verb+Neg+Narr+Past+A3sg
bulamayarak	bul+Verb^DB+Verb+Able+Neg^DB+Adverb+ByDoingSo
değmez	değ+Verb+Neg+Aor+A3sg
yaşamadı	yaşa+Verb+Neg+Past+A3sg
bilmezdi	bil+Verb+Neg+Aor+Past+A3sg
bulamayınca	bula+Verb+Neg^DB+Adverb+When
söylemediği	söyle+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
olmamıştı	ol+Verb+Neg+Narr+Past+A3sg
alışmadığı	alış+Verb+Neg^DB+Adj+PastPart+P3sg
azalmayan	azal+Verb+Neg^DB+Adj+PresPart
söyleyemedi	söyle+Verb^DB+Verb+Able+Neg+Past+A3sg
tanımadığı	tanı+Verb+Neg^DB+Adj+PastPart+P3sg
söylemeseydin	söyle+Verb+Neg+Desr+Past+A2sg
alıkoyamam	alıkoy+Verb^DB+Verb+Able+Neg+Aor+A1sg
bilemeyen	bil+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
bitirilmedi	bit+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Past+A3sg
birleştiremezdim	birleş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+Past+A1sg
görmediğimden	gör+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Abl
yapmayın	yap+Verb+Neg+Imp+A2pl
olmama	ol+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
ağlamamak	ağla+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
vermedim	ver+Verb+Neg+Past+A1sg
yaşamayacağını	yaşa+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
hissetmem	hisset+Verb+Neg+Aor+A1sg
bulanmaz	bula+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kalkışmazsan	kalkış+Verb+Neg+Aor+Cond+A2sg
yapamazsan	yap+Verb^DB+Verb+Able+Neg+Aor+Cond+A2sg
vermesin	ver+Verb+Neg+Imp+A3sg
rastlayamadım	rastla+Verb^DB+Verb+Able+Neg+Past+A1sg
çekmediğini	çek+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
çıkarmadığını	çık+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
anlamıyordum	anla+Verb+Neg+Prog1+Past+A1sg
dönmemiş	dön+Verb+Neg^DB+Adj+NarrPart
çıkarmadığımı	çık+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
söylememişti	söyle+Verb+Neg+Narr+Past+A3sg
edemiyordum	et+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
ayırmam	ayır+Verb+Neg+Aor+A1sg
bulamayabilirdim	bul+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+Past+A1sg
dokunulmamış	doku+Verb^DB+Verb+Pass+Neg+Narr+A3sg
almıyordu	al+Verb+Neg+Prog1+Past+A3sg
kaçmadı	kaç+Verb+Neg+Past+A3sg
olamazsın	ol+Verb^DB+Verb+Able+Neg+Aor+A2sg
ölmedin	öl+Verb+Neg+Past+A2sg
gelmemişse	gel+Verb+Neg+Narr+Cond+A3sg
düşünmedim	düşün+Verb+Neg+Past+A1sg
görmüyordum	gör+Verb+Neg+Prog1+Past+A1sg
getirmem	getir+Verb+Neg+Aor+A1sg
ölmeyeceğini	öl+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
öldürmemesi	öl+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
olmamıştır	ol+Verb+Neg+Narr+A3sg+Cop
karıştırmam	karış+Verb^DB+Verb+Caus+Neg+Aor+A1sg
yapılamayacak	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+FutPart+Pnon
anlamadım	anla+Verb+Neg+Past+A1sg
söyletmezsin	söyle+Verb^DB+Verb+Caus+Neg+Aor+A2sg
anlamadı	anla+Verb+Neg+Past+A3sg
olmayacaksanız	ol+Verb+Neg+Fut+Cond+A2pl
büyütmedim	büyüt+Verb+Neg+Past+A1sg
soymam	soy+Verb+Neg+Aor+A1sg
yapmama	yap+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
sürtmem	sürt+Verb+Neg+Aor+A1sg
kaybedemezdim	kaybet+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
etmemesini	et+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
gelmedikleri	gel+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
bilmezlerdi	bil+Verb+Neg+Aor+A3pl+Past
ısıtamıyordum	ısıt+Verb^DB+Verb+Able+Neg+Prog1+Past+A1sg
görmeseydi	gör+Verb+Neg+Desr+Past+A3sg
söylemiyorsun	söyle+Verb+Neg+Prog1+A2sg
getirmedin	getir+Verb+Neg+Past+A2sg
takmadın	tak+Verb+Neg+Past+A2sg
etmemesinden	et+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Abl
kaçınamayınca	kaçın+Verb^DB+Verb+Able+Neg^DB+Adverb+When
katılmam	kat+Verb^DB+Verb+Pass+Neg+Aor+A1sg
yapmazsa	yap+Verb+Neg+Aor+Cond+A3sg
beklememesi	bekle+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
ulaşamayacaklarını	ulaş+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
çalamayacağını	çal+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
çalmamasına	çal+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
telaşlanmayacağım	telaş+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Fut+A1sg
korkmayacak	kork+Verb+Neg^DB+Adj+FutPart+Pnon
söylemeyeceğim	söyle+Verb+Neg+Fut+A1sg
inandıramam	inan+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A1sg
inanmamanızı	inan+Verb+Neg^DB+Noun+Inf2+A3sg+P2pl+Acc
söylememe	söyle+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
korkmuyorum	kork+Verb+Neg+Prog1+A1sg
bulamadığı	bula+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
ermemiştim	er+Verb+Neg+Narr+Past+A1sg
tanıştırılmadı	tanış+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Past+A3sg
değilimdir	değil+Verb+Neg+Pres+A1sg+Cop
istemediği	iste+Verb+Neg^DB+Adj+PastPart+P3sg
olmadığım	ol+Verb+Neg^DB+Adj+PastPart+P1sg
yakalayamıyorum	yakala+Verb^DB+Verb+Able+Neg+Prog1+A1sg
görünemiyorum	görün+Verb^DB+Verb+Able+Neg+Prog1+A1sg
etmiyorlar	et+Verb+Neg+Prog1+A3pl
değiller	değil+Verb+Neg+Pres+A3pl
girmiyorum	gir+Verb+Neg+Prog1+A1sg
endişelenmeyin	endişe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Imp+A2pl
kestiremiyordu	kes+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+Past+A3sg
bekleyemezsek	bekle+Verb^DB+Verb+Able+Neg+Aor+Cond+A1pl
tanımadı	tanı+Verb+Neg+Past+A3sg
konuşmayan	konuş+Verb+Neg^DB+Adj+PresPart
bilemezler	bil+Verb^DB+Verb+Able+Neg+Aor+A3pl
keşfedemedi	keşfet+Verb^DB+Verb+Able+Neg+Past+A3sg
dönmemesini	dön+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
etmedik	et+Verb+Neg+Past+A1pl
olamıyorum	ol+Verb^DB+Verb+Able+Neg+Prog1+A1sg
örmediniz	ör+Verb+Neg+Past+A2pl
çağırtmadım	çağır+Verb^DB+Verb+Caus+Neg+Past+A1sg
bitmeyeceğini	bit+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
alamadı	al+Verb^DB+Verb+Able+Neg+Past+A3sg
istememesi	iste+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
anlaşılmayacak	anlaş+Verb^DB+Verb+Pass+Neg+Fut+A3sg
tasalanmayın	tasa+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Imp+A2pl
koymadığımı	koy+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
çıkarmayın	çık+Verb^DB+Verb+Caus+Neg+Imp+A2pl
kabartmaz	kabar+Verb^DB+Verb+Caus+Neg+Aor+A3sg
zannetmeyin	zannet+Verb+Neg+Imp+A2pl
demezler	de+Verb+Neg+Aor+A3pl
bitirmedim	bit+Verb^DB+Verb+Caus+Neg+Past+A1sg
çaktırmamak	çak+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
etmemesi	et+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
şüphelenmemeli	şüphe+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Neces+A3sg
demez	de+Verb+Neg+Aor+A3sg
yemem	ye+Verb+Neg+Aor+A1sg
lekelememek	lekele+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
unutamaz	unut+Verb^DB+Verb+Able+Neg+Aor+A3sg
unutmazlar	unut+Verb+Neg+Aor+A3pl
yapmadı	yap+Verb+Neg+Past+A3sg
bayılmadı	bayıl+Verb+Neg+Past+A3sg
doymasın	doy+Verb+Neg+Imp+A3sg
bakma	bak+Verb+Neg+Imp+A2sg
duymuyor	duy+Verb+Neg+Prog1+A3sg
olamamak	ol+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
alamadılar	al+Verb^DB+Verb+Able+Neg+Past+A3pl
kalmasınlar	kal+Verb+Neg+Imp+A3pl
hoşlanmam	hoşlan+Verb+Neg+Aor+A1sg
göndermedi	gönder+Verb+Neg+Past+A3sg
yanaşamadığı	yanaş+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
erdiremez	er+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
yaramazdı	yara+Verb+Neg+Aor+Past+A3sg
göstermedi	göster+Verb+Neg+Past+A3sg
kirletmeyecek	kirlet+Verb+Neg+Fut+A3sg
anlamamıştım	anla+Verb+Neg+Narr+Past+A1sg
anımsamıyordum	anımsa+Verb+Neg+Prog1+Past+A1sg
olmazdım	ol+Verb+Neg+Aor+Past+A1sg
istemeyerek	iste+Verb+Neg^DB+Adverb+ByDoingSo
kovmayacağım	kov+Verb+Neg+Fut+A1sg
getiremedim	getir+Verb^DB+Verb+Able+Neg+Past+A1sg
anlamam	anla+Verb+Neg+Aor+A1sg
beklemeyin	bekle+Verb+Neg+Imp+A2pl
değiliz	değil+Verb+Neg+Pres+A1pl
titrememesine	titre+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
konuşmamışımdır	konuş+Verb+Neg+Narr+A1sg+Cop
istemedim	iste+Verb+Neg+Past+A1sg
gitmedi	git+Verb+Neg+Past+A3sg
edemesem	et+Verb^DB+Verb+Able+Neg+Desr+A1sg
