değil	değil+Verb+Neg+Pres+A3sg
okuldayız	okul+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
dolaşız	dolaş+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
sağlamaktasınız	sağla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A2pl
uyanmaktır	uyan+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ücrettir	ücret+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hazırız	hazır+Adj^DB+Verb+Zero+Pres+A1pl
giderilmesidir	gider+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
rejimidir	rejim+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bizdedir	biz+Pron+Pers+A1pl+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
hükümettedir	hükümet+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
derecededir	derece+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3sg+Cop
üzeresiniz	üzere+Postp+PCNom^DB+Verb+Zero+Pres+A2pl
mucizedir	mucize+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bastır	bas+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
davranmaktır	davran+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
fiyatlardır	fiyat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
adresiniz	adres+Noun+A3sg+Pnon+Gen^DB+Verb+Zero+Pres+A1pl
akrabasıdır	akraba+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
millettir	millet+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
halkıdır	halk+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çalışmasıdır	çalış+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
ustasıdır	usta+Adj^DB+Noun+Zero+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
malumudur	malum+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yargıçtır	yargıç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
menfaatleridir	menfaat+Noun+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
girmeyiz	gir+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
ekibiz	ekip+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
bitsin	bit+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A2sg
devlettir	devlet+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
inananlardanım	inan+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Abl^DB+Verb+Zero+Pres+A1sg
dönemlerdir	dönem+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
batmasıdır	bat+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
çalmasıdır	çal+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yaklaşımdır	yaklaşım+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kayıptır	kayıp+Adj^DB+Verb+Zero+Pres+A3sg+Cop
yanlıştır	yanlış+Adj^DB+Verb+Zero+Pres+A3sg+Cop
fırsatıdır	fırsat+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kapılmamalarıdır	kap+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
vermeleridir	ver+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
paniklemektir	panikle+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
eleştirilerdir	eleştiri+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
vazgeçmeyiz	vazgeç+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A1pl
amaçtır	amaç+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
öndeler	ön+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A3pl
sıradayız	sıra+Noun+A3sg+Pnon+Loc^DB+Verb+Zero+Pres+A1pl
katlasın	kat+Noun+A3sg+Pnon+Ins^DB+Verb+Zero+Pres+A2sg
artmasıdır	art+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
stoklardır	stok+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
yanıltıcıdır	yanıl+Verb^DB+Verb+Caus+Pos^DB+Noun+Agt+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
karşıyadır	karşı+Noun+A3sg+Pnon+Dat^DB+Verb+Zero+Pres+A3sg+Cop
çarpıklıktır	çarpık+Adj^DB+Noun+Ness+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
değişkendir	değişke+Noun+A3sg+P2sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
zinciridir	zincir+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
fazladır	fazla+Adj^DB+Verb+Zero+Pres+A3sg+Cop
şirketlerdir	şirket+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
zorundadırlar	zor+Adj^DB+Noun+Zero+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A3pl+Cop
etmeleridir	et+Verb+Pos^DB+Noun+Inf2+A3pl+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
heykeltıraştır	heykeltıraş+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
kanısındayım	kanı+Noun+A3sg+P3sg+Loc^DB+Verb+Zero+Pres+A1sg
milattır	milat+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
rüyasıdır	rüya+Noun+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
pastırmadır	pastırma+Noun+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
artıştır	art+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
hazırlananlardır	hazırla+Verb^DB+Verb+Reflex+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3pl+Cop
